id,datefact,idsupplier,supplier,total,reference,auteur,userid,paymentstatus,paymentid,facturefournisseur
1,2024-10-19 10:27:35,1,SDC,5837.798,"2,3",Mohamed Ali,1,1,1,"FAC-202309-2309291,FAC-202309-2309278"
