ReceiptID,Barcode,ItemName,Itemcount,ItemBuyPrice,ItemSellPrice,ReceiptDate,Status,ItemEAN,OriginalSellPrice,ReceiptCashier
2718,1336,Mood Tienture Sans Amoniac 6,1.0,8.261,11.5,2024-02-06 13:17:45,1,,11.5,asma
2719,1279,Javel Judy 4.5 L,1.0,4.439,5.35,2024-02-06 13:22:27,1,,5.35,asma
2720,1584,Papier Toilette Cotex x4,1.0,2.0,2.4,2024-02-06 13:30:41,1,,2.4,asma
2720,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-06 13:30:41,1,,5.5,asma
2721,1366,R.B Kit Coloration 6.4,1.0,5.97,7.5,2024-02-06 13:54:15,1,,7.5,asma
2722,1459,Esuie Tout Maxi Fleur orangé x2 Cotex,3.0,4.75,5.5,2024-02-06 14:29:03,1,,5.5,asma
2722,1460,Esuie Tout Vichy x2 Cotex,1.0,4.75,5.5,2024-02-06 14:29:03,1,,5.5,asma
2723,1489,Sunsilk SHP briallance 350 ml,1.0,4.745,5.5,2024-02-06 15:04:42,1,,5.5,asma
2724,1313,Mood Tienture 8.11,1.0,7.045,9.8,2024-02-06 15:36:29,1,,9.8,asma
2725,1063,YARA 50 ML,1.0,15.384,20.0,2024-02-06 15:42:52,0,,20.0,asma
2726,1358,R.B Tienture 8.11,2.0,4.386,6.3,2024-02-06 15:57:58,1,,6.3,asma
2726,797,R.B Oxydant 30V 120 ml,2.0,1.504,1.96,2024-02-06 15:57:58,1,,1.96,asma
2726,1516,Brosse a dents Soin complet x2,1.0,3.439,4.3,2024-02-06 15:57:58,1,,4.3,asma
2726,800,R.B Poudre de coloroation Rapide,1.0,2.789,3.65,2024-02-06 15:57:58,1,,3.65,asma
2726,798,R.B Oxydant 40V 120 ml,1.0,1.504,1.96,2024-02-06 15:57:58,1,,1.96,asma
2726,1025,Lilas Couche Bébé Unisexe 16+,1.0,15.25,16.05,2024-02-06 15:57:58,1,,16.05,asma
2726,1280,SAC,1.0,0.2,0.2,2024-02-06 15:57:58,1,,0.2,asma
2726,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-06 15:57:58,1,,5.5,asma
2727,12,U.D SHP OLIVE MYTHIQUE 400ML,1.0,12.941,14.6,2024-02-06 15:58:40,1,,14.6,asma
2727,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-06 15:58:40,1,,5.5,asma
2727,969,Javel Lilas Classic 4.75L,1.0,5.25,6.2,2024-02-06 15:58:40,1,,6.2,asma
2728,981,23*23 1PL Colore Orange 90,1.0,1.169,1.55,2024-02-06 16:39:17,1,,1.55,asma
2729,977,Couche Pants M Lilas 14PCS,1.0,23.544,25.9,2024-02-06 16:45:19,1,,25.9,asma
2729,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-06 16:45:19,1,,5.5,asma
2730,1145,victoria secret intense 30 ML,1.0,10.77,14.0,2024-02-06 16:47:56,1,,14.0,asma
2730,55,JET 7 VASELINE 50ML,1.0,1.096,1.45,2024-02-06 16:47:56,1,,1.45,asma
2731,1287,Lilas esuito mega,1.0,9.788,11.5,2024-02-06 17:05:48,1,,11.5,asma
2731,877,Dentifrice Miswak 120+50gr,1.0,3.201,4.2,2024-02-06 17:05:48,1,,4.2,asma
2732,803,R.B sirum Oil argan 125ml,1.0,20.937,27.2,2024-02-06 17:06:34,1,,27.2,asma
2733,929,Poudre Main Lilas Savon Marseille 300GR,1.0,1.874,2.05,2024-02-06 17:37:25,1,,2.05,asma
2734,1439,Lingette Bébé Peaudouce 72,2.0,4.349,4.99,2024-02-06 17:44:48,1,,4.99,asma
2734,1584,Papier Toilette Cotex x4,1.0,2.0,2.4,2024-02-06 17:44:48,1,,2.4,asma
2734,1452,Peaudouce  Couche Jumbo T3,1.0,27.5,29.95,2024-02-06 17:44:48,1,,29.95,asma
2734,1280,SAC,1.0,0.2,0.2,2024-02-06 17:44:48,1,,0.2,asma
2735,1222,Class Deo Kids Spray Cute 125 ML,1.0,4.046,4.95,2024-02-06 17:45:14,1,,4.95,asma
2736,1200,212 NYC 30 ml,1.0,10.77,14.0,2024-02-06 18:07:33,1,,14.0,taher
2736,127,NIVEA  DEO FEMME PEARL & BEAUTY 200ML,1.0,9.609,11.5,2024-02-06 18:07:33,1,,11.5,taher
2737,343,ELEGANCE DISOLVANT  ROSE 65ML,1.0,1.517,1.95,2024-02-06 18:11:43,1,,1.95,taher
2738,1471,Air Fresh Plien Air Lavande,1.0,3.45,4.2,2024-02-06 18:37:51,1,,4.2,taher
2739,1471,Air Fresh Plien Air Lavande,-1.0,3.45,4.2,2024-02-06 18:45:22,1,,4.2,taher
2740,127,NIVEA  DEO FEMME PEARL & BEAUTY 200ML,1.0,9.609,11.5,2024-02-06 18:53:07,1,,11.5,taher
2740,1542,Lilas  Sol & Surface Savon Pomme,1.0,3.319,3.8,2024-02-06 18:53:07,1,,3.8,taher
2740,152,NIVEA BILLE HOMME DRY IMPACTE 50ML,1.0,7.283,9.5,2024-02-06 18:53:07,1,,9.5,taher
2740,150,NIVEA BILLE DEEP DARK WOOD HOMME 50ML,1.0,7.283,9.5,2024-02-06 18:53:07,1,,9.5,taher
2740,1443,Clip Protection Confort 9 maxi Nana,2.0,2.45,2.85,2024-02-06 18:53:07,1,,2.85,taher
2740,959,Liquide Vaiselle Lilas Citron 2.5L,1.0,11.438,13.2,2024-02-06 18:53:07,1,,13.2,taher
2741,1274,Judy linge 2.6 L+ 400 ML Flower auto,1.0,15.75,18.9,2024-02-06 19:05:54,1,,18.9,taher
2742,1100,Black XS l'excess 30 ml,1.0,10.77,14.0,2024-02-06 19:10:56,1,,14.0,taher
2742,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-06 19:10:56,1,,5.5,taher
2743,687,Eponge biface 963-3,1.0,1.85,2.4,2024-02-06 19:29:12,1,,2.4,taher
2743,682,Tampon Expert -10-,1.0,2.069,2.7,2024-02-06 19:29:12,1,,2.7,taher
2743,740,Film Etirable 260M,1.0,12.324,14.85,2024-02-06 19:29:12,1,,14.85,taher
2743,746,Papier Cuisson 8M,1.0,4.282,5.1,2024-02-06 19:29:12,1,,5.1,taher
2743,1442,Clip Extra Nuit 8 maxi  Nana,3.0,2.55,2.99,2024-02-06 19:29:12,1,,2.99,taher
2743,621,Pince a linge super-migo 20,1.0,4.399,5.75,2024-02-06 19:29:12,1,,5.75,taher
2743,836,Dentifrice Dabur Herb'l Whitening,1.0,3.808,4.95,2024-02-06 19:29:12,1,,4.95,taher
2743,966,Vaisselle Lammaa Citron Jaune 5L,1.0,15.375,16.9,2024-02-06 19:29:12,1,,16.9,taher
2744,1192,scandal 50 ml,1.0,15.384,20.0,2024-02-06 19:52:11,0,,20.0,taher
2745,1137,idole lancome 50 ML,1.0,15.384,20.0,2024-02-06 19:54:23,0,,20.0,taher
2746,1159,DEX Omo  ROSE  280 G,1.0,1.259,1.4,2024-02-07 08:22:05,1,,1.4,taher
2747,4,U.D SHP RICIN ET D'AMANDE 200ML,1.0,8.257,9.9,2024-02-07 09:42:14,1,,9.9,asma
2747,22,U.D CRÈME SANS RINÇAGE AVOCAT 200ML,1.0,16.44,19.7,2024-02-07 09:42:14,1,,19.7,asma
2747,87,NIVEA G.D CRÈME ALOÉ 250 ML,1.0,6.929,8.9,2024-02-07 09:42:14,1,,8.9,asma
2747,1280,SAC,1.0,0.2,0.2,2024-02-07 09:42:14,1,,0.2,asma
2748,1143,DEXEL CITRON 280G,1.0,1.259,1.4,2024-02-07 10:48:56,1,,1.4,asma
2749,1014,ET Lilas Maxi XXL,1.0,7.499,9.0,2024-02-07 10:52:41,1,,9.0,asma
2750,777,R.B Shampoo Purifiant 500 ml,1.0,9.431,12.3,2024-02-07 11:10:13,1,,12.3,asma
2750,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-07 11:10:13,1,,5.5,asma
2750,1428,SIMPLY VÉNUS 3 L (rose) 1P,1.0,3.332,4.4,2024-02-07 11:10:13,1,,4.4,asma
2751,1584,Papier Toilette Cotex x4,1.0,2.0,2.4,2024-02-07 11:19:28,1,,2.4,asma
2751,863,R.B Kit Coloration 7.0,1.0,5.97,7.5,2024-02-07 11:19:28,1,,7.5,asma
2751,355,LELLA DEO IRRÉRISTIBLE 150ML,1.0,3.894,4.9,2024-02-07 11:19:28,1,,4.9,asma
2752,309,LPM GD  LAIT DE VANILLE 250ML,1.0,5.944,7.75,2024-02-07 11:24:03,1,,7.75,asma
2752,759,R.B A/SHP FORFITIANT 250 ML,1.0,7.054,9.2,2024-02-07 11:24:03,1,,9.2,asma
2752,766,R.B Shampoo Fortifiant,1.0,6.834,8.9,2024-02-07 11:24:03,1,,8.9,asma
2752,997,Ling Confort Max 20 Pcs,1.0,1.739,2.25,2024-02-07 11:24:03,1,,2.25,asma
2753,1012,Lingette Lilas Bébé Lot de 3,1.0,7.611,8.3,2024-02-07 11:24:41,1,,8.3,asma
2754,967,Javel Lilas Classic 1.5L,1.0,2.613,2.99,2024-02-07 11:59:38,1,,2.99,asma
2754,1541,LILAS Sol & Surface Savon jasmin,1.0,3.319,3.8,2024-02-07 11:59:38,1,,3.8,asma
2754,680,Serpilliere blanc 50x80 surfilee--1-,1.0,2.178,2.85,2024-02-07 11:59:38,1,,2.85,asma
2754,640,Manche a bois 1.4 m kibex,2.0,6.05,7.86,2024-02-07 11:59:38,1,,7.86,asma
2754,1469,Balais concord,1.0,2.0,2.5,2024-02-07 11:59:38,1,,2.5,asma
2754,1280,SAC,1.0,0.2,0.2,2024-02-07 11:59:38,1,,0.2,asma
2754,664,Lavette eponge GM -5-,1.0,5.989,7.8,2024-02-07 11:59:38,1,,7.8,asma
2754,687,Eponge biface 963-3,1.0,1.85,2.4,2024-02-07 11:59:38,1,,2.4,asma
2754,568,Raclette de sol 40 cm,1.0,5.775,6.95,2024-02-07 11:59:38,1,,6.95,asma
2755,833,Soin expert Bois  lavande,1.0,8.28,10.75,2024-02-07 12:01:30,1,,10.75,asma
2756,444,KODAK AAA 1 EXTRA HEAVY DUTY,2.0,0.742,0.96,2024-02-07 12:05:42,1,,0.96,asma
2757,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-07 12:31:34,1,,5.5,asma
2758,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-07 12:58:41,1,,5.5,asma
2759,1467,Judy Sol Surface Lavande 1.2 L,1.0,4.985,5.99,2024-02-07 13:01:14,1,,5.99,asma
2760,1013,Esuito Lilas Maxi XL,1.0,4.896,5.9,2024-02-07 13:01:41,1,,5.9,asma
2761,1029,Lilas Nett Citron,1.0,2.291,2.55,2024-02-07 13:45:54,1,,2.55,asma
2761,748,Papier Aluminium 8M STARK,1.0,2.571,3.0,2024-02-07 13:45:54,1,,3.0,asma
2761,614,Raclette Vitre PM cirta,1.0,2.53,3.3,2024-02-07 13:45:54,1,,3.3,asma
2762,362,BIEN ETRE  COLOGNE LAVANDE 250ML,1.0,22.61,29.39,2024-02-07 14:47:26,1,,29.39,asma
2762,1142,l'interdit givenchy 50ML,1.0,15.384,20.0,2024-02-07 14:47:26,1,,20.0,asma
2763,249,COLOR NATURAL 7.1 BLOND CENDRÉ,1.0,10.514,12.6,2024-02-07 14:56:34,1,,12.6,asma
2764,291,LABELLO BLACKBERRY SHINE,1.0,5.891,7.0,2024-02-07 16:07:51,1,,7.0,asma
2764,997,Ling Confort Max 20 Pcs,1.0,1.739,2.25,2024-02-07 16:07:51,1,,2.25,asma
2765,1461,Essuie Tout Netto,1.0,1.642,2.1,2024-02-07 16:26:23,1,,2.1,asma
2765,1444,Clip Protection Confort 10 maxi Normal,1.0,2.45,2.85,2024-02-07 16:26:23,1,,2.85,asma
2766,977,Couche Pants M Lilas 14PCS,1.0,23.544,25.9,2024-02-07 17:13:35,1,,25.9,asma
2766,1012,Lingette Lilas Bébé Lot de 3,1.0,7.611,8.3,2024-02-07 17:13:35,1,,8.3,asma
2767,416,CARTHAGE PILE AAA  B2,-1.0,0.666,0.85,2024-02-07 18:19:40,1,,0.85,asma
2768,415,CARTHAGE PILE AA  B2,1.0,0.666,0.85,2024-02-07 18:20:05,1,,0.85,asma
2769,6,U.D SHP CHARBON NOIR ET HUILE DE NIGELLE 200ML,1.0,8.257,9.9,2024-02-07 18:29:08,1,,9.9,asma
2770,1152,black opimum 30 ml,1.0,10.77,14.0,2024-02-07 18:33:59,1,,14.0,asma
2771,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-07 18:35:30,1,,5.5,asma
2772,1000,Lilas Clip Nuit 8 Parfume,1.0,2.553,2.9,2024-02-07 18:36:14,1,,2.9,asma
2773,1438,Couton Tige 150,1.0,1.583,1.8,2024-02-07 18:37:07,1,,1.8,asma
2774,1451,Couche Peaudouce Confort T6,1.0,14.499,15.95,2024-02-07 18:39:28,1,,15.95,asma
2774,1438,Couton Tige 150,1.0,1.583,1.8,2024-02-07 18:39:28,1,,1.8,asma
2774,1233,Dentefrice Colgate Maxwhite,1.0,4.44,5.55,2024-02-07 18:39:28,1,,5.55,asma
2774,1089,DEX LOT SAVON LIQUIDE 2*350ML,1.0,4.915,5.85,2024-02-07 18:39:28,1,,5.85,asma
2774,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-07 18:39:28,1,,5.5,asma
2775,778,No Limit Deo Homme 1 Million,1.0,5.5,7.15,2024-02-07 18:47:47,1,,7.15,asma
2775,65,CLASS DEO HOMME BY GRAY 150ML,1.0,3.844,5.2,2024-02-07 18:47:47,1,,5.2,asma
2775,1007,Protege Slip Confort Plus Extra Long Parfume,1.0,2.588,3.3,2024-02-07 18:47:47,1,,3.3,asma
2776,1567,A/SHP Syoss Repair 500 ml,1.0,7.259,8.95,2024-02-07 18:59:37,1,,8.95,asma
2776,1520,Savon Lux Soft touch,1.0,1.741,1.95,2024-02-07 18:59:37,1,,1.95,asma
2777,1461,Essuie Tout Netto,2.0,1.642,2.1,2024-02-07 20:05:39,1,,2.1,asma
2778,979,Couche lilas Adulte 15 Large,1.0,24.593,26.99,2024-02-08 09:05:50,1,,26.99,asma
2778,976,Couche Pants Large Lilas 10 PCS,1.0,18.956,20.95,2024-02-08 09:05:50,1,,20.95,asma
2778,1584,Papier Toilette Cotex x4,1.0,2.0,2.4,2024-02-08 09:05:50,1,,2.4,asma
2779,1553,Dixan Omo machine 4 kg savon de marseille,1.0,18.146,20.9,2024-02-08 10:22:04,1,,20.9,asma
2779,1089,DEX LOT SAVON LIQUIDE 2*350ML,1.0,4.915,5.85,2024-02-08 10:22:04,1,,5.85,asma
2779,1460,Esuie Tout Vichy x2 Cotex,1.0,4.75,5.5,2024-02-08 10:22:04,1,,5.5,asma
2780,1584,Papier Toilette Cotex x4,1.0,2.0,2.4,2024-02-08 10:39:04,1,,2.4,asma
2780,1459,Esuie Tout Maxi Fleur orangé x2 Cotex,1.0,4.75,5.5,2024-02-08 10:39:04,1,,5.5,asma
2780,1179,my way 50 ml,1.0,15.384,20.0,2024-02-08 10:39:04,1,,20.0,asma
2781,344,ELEGANCE DISOLVANT   JAUNE 65ML,1.0,1.517,1.95,2024-02-08 10:55:12,1,,1.95,asma
2781,1526,Brosse Cheveux Ronde Sanglier,1.0,9.835,12.6,2024-02-08 10:55:12,1,,12.6,asma
2781,1280,SAC,1.0,0.2,0.2,2024-02-08 10:55:12,1,,0.2,asma
2782,1442,Clip Extra Nuit 8 maxi  Nana,1.0,2.55,2.99,2024-02-08 11:01:55,1,,2.99,asma
2782,1247,Brosse a dent Colgate double action Charcoal M,2.0,1.865,2.35,2024-02-08 11:01:55,1,,2.35,asma
2782,1136,idole lancome 10 ML,1.0,4.615,6.0,2024-02-08 11:01:55,1,,6.0,asma
2782,777,R.B Shampoo Purifiant 500 ml,1.0,9.431,12.3,2024-02-08 11:01:55,1,,12.3,asma
2782,194,ELSÉVE LOW SHP COLOR VIVE 400ML,1.0,20.349,28.0,2024-02-08 11:01:55,1,,28.0,asma
2782,989,Lingette Bebe 72 Confort Max Avec Lid,1.0,4.29,5.15,2024-02-08 11:01:55,1,,5.15,asma
2783,1584,Papier Toilette Cotex x4,1.0,2.0,2.4,2024-02-08 11:20:23,1,,2.4,asma
2784,1460,Esuie Tout Vichy x2 Cotex,1.0,4.75,5.5,2024-02-08 11:29:47,1,,5.5,asma
2785,1273,Judy linge 2.6 L+ 400 ML savon auto,1.0,15.75,18.9,2024-02-08 11:31:30,0,,18.9,asma
2786,653,Jex eponge inox -2-,1.0,2.723,3.55,2024-02-08 11:37:51,1,,3.55,asma
2787,592,Bol Maxi Bonny 3 L,1.0,5.61,7.3,2024-02-08 11:39:01,1,,7.3,asma
2788,959,Liquide Vaiselle Lilas Citron 2.5L,1.0,11.438,13.2,2024-02-08 11:58:11,1,,13.2,asma
2789,1487,Sunsilk SHP solution 350 ml,1.0,4.745,5.5,2024-02-08 12:21:55,1,,5.5,asma
2789,1061,YARA 30 ML,1.0,10.768,14.0,2024-02-08 12:21:55,1,,14.0,asma
2790,861,R.B Kit Coloration 9.0,1.0,5.97,7.5,2024-02-08 12:25:36,1,,7.5,asma
2791,1287,Lilas esuito mega,1.0,9.788,11.5,2024-02-08 13:18:03,1,,11.5,asma
2791,1234,Dentefrice Colgate natural charcoal,1.0,6.234,7.8,2024-02-08 13:18:03,1,,7.8,asma
2792,797,R.B Oxydant 30V 120 ml,1.0,1.504,1.96,2024-02-08 14:04:18,1,,1.96,asma
2792,819,R.B Tienture 6.1,1.0,5.263,6.3,2024-02-08 14:04:18,1,,6.3,asma
2793,1460,Esuie Tout Vichy x2 Cotex,1.0,4.75,5.5,2024-02-08 14:33:11,1,,5.5,asma
2793,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-08 14:33:11,1,,5.5,asma
2794,1286,Liquide vaisselle lilas pomme 580 ml,1.0,2.743,3.0,2024-02-08 14:33:23,1,,3.0,asma
2795,1584,Papier Toilette Cotex x4,1.0,2.0,2.4,2024-02-08 15:33:43,1,,2.4,asma
2796,771,R.B Shampoo Nutritif 250 ml,1.0,6.834,8.9,2024-02-08 15:57:42,1,,8.9,asma
2797,1176,comme evidence yves rocher 50 ml,1.0,15.384,20.0,2024-02-08 16:32:10,0,,20.0,asma
2798,1247,Brosse a dent Colgate double action Charcoal M,1.0,1.865,2.35,2024-02-08 16:34:42,1,,2.35,asma
2798,290,LABELLO ORIGINAL,1.0,5.563,7.0,2024-02-08 16:34:42,1,,7.0,asma
2799,1542,Lilas  Sol & Surface Savon Pomme,1.0,3.319,3.8,2024-02-08 16:49:25,1,,3.8,asma
2800,554,Brosse en silicone oeufs N°1,1.0,3.025,3.95,2024-02-08 16:51:01,1,,3.95,asma
2801,1125,oud vanille 10 ML,1.0,4.615,6.0,2024-02-08 16:52:50,1,,6.0,asma
2802,123,NIVEA  DEO FEMME  FRESH NATURAL 0% ALUMINIUM 200ML,1.0,9.609,11.5,2024-02-08 17:04:30,1,,11.5,asma
2802,1363,R.B Kit Coloration 1.1,1.0,5.97,7.5,2024-02-08 17:04:30,1,,7.5,asma
2802,88,NIVEA G.D CRÈME SOFT 250 ML,1.0,6.929,8.9,2024-02-08 17:04:30,1,,8.9,asma
2802,12,U.D SHP OLIVE MYTHIQUE 400ML,1.0,12.941,14.6,2024-02-08 17:04:30,1,,14.6,asma
2802,1280,SAC,1.0,0.2,0.2,2024-02-08 17:04:30,1,,0.2,asma
2803,1124,stronger with you 50 ML,1.0,15.384,20.0,2024-02-08 17:19:24,1,,20.0,asma
2803,478,NARTA DEO HOMME PROT 5  200ML,1.0,12.317,14.5,2024-02-08 17:19:24,1,,14.5,asma
2804,122,NIVEA  DEO FEMME DOUBLE EFFECT 200ML,1.0,9.609,11.5,2024-02-08 17:32:01,1,,11.5,asma
2805,1178,my way 30 ml,1.0,10.77,14.0,2024-02-08 17:39:00,1,,14.0,asma
2805,1264,Judy Vitre 3en1 500 ml bleu Pistolet,1.0,4.61,5.5,2024-02-08 17:39:00,1,,5.5,asma
2805,1584,Papier Toilette Cotex x4,2.0,2.0,2.4,2024-02-08 17:39:00,1,,2.4,asma
2805,1460,Esuie Tout Vichy x2 Cotex,1.0,4.75,5.5,2024-02-08 17:39:00,1,,5.5,asma
2805,1280,SAC,1.0,0.2,0.2,2024-02-08 17:39:00,1,,0.2,asma
2806,1229,Dentefrices Colgate maxclean,1.0,4.44,5.55,2024-02-08 17:41:42,1,,5.55,asma
2806,744,Film Fraicheur 16M,1.0,2.339,2.8,2024-02-08 17:41:42,1,,2.8,asma
2806,750,Papier Aluminium 16M STARK,1.0,4.607,5.55,2024-02-08 17:41:42,1,,5.55,asma
2807,1505,Signal Fresh Apple 75 ml,1.0,2.827,3.8,2024-02-08 17:56:48,1,,3.8,asma
2807,846,WC net bloc Ocean Fresh,1.0,1.881,2.45,2024-02-08 17:56:48,1,,2.45,asma
2808,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-08 18:01:00,1,,5.5,asma
2808,1459,Esuie Tout Maxi Fleur orangé x2 Cotex,1.0,4.75,5.5,2024-02-08 18:01:00,1,,5.5,asma
2809,955,Assoup Lilas Supreme 1L,1.0,5.049,5.55,2024-02-08 18:10:12,1,,5.55,asma
2809,742,Papier Cuisson 5M,1.0,2.856,3.45,2024-02-08 18:10:12,1,,3.45,asma
2809,738,100 M Film Fraicheur STARK,1.0,7.071,8.5,2024-02-08 18:10:12,1,,8.5,asma
2809,1279,Javel Judy 4.5 L,1.0,4.439,5.35,2024-02-08 18:10:12,1,,5.35,asma
2810,1454,Peaudouce  Couche Jumbo T5,2.0,27.5,29.95,2024-02-08 18:17:19,0,,29.95,asma
2811,1358,R.B Tienture 8.11,-1.0,4.386,6.3,2024-02-08 18:18:15,1,,6.3,asma
2812,826,R.B Tienture 4.0,1.0,5.263,6.3,2024-02-08 18:18:25,1,,6.3,asma
2813,611,raclette crochet 45 cm,1.0,8.084,9.7,2024-02-08 18:29:00,1,,9.7,asma
2813,742,Papier Cuisson 5M,1.0,2.856,3.45,2024-02-08 18:29:00,1,,3.45,asma
2814,1006,Lilas Clip Nuit 8,1.0,2.517,2.9,2024-02-08 18:36:20,1,,2.9,asma
2814,982,Clip Ultra Super 8,1.0,3.15,3.4,2024-02-08 18:36:20,1,,3.4,asma
2814,817,R.B Gel Douche Sweet 470 ml,1.0,4.179,5.4,2024-02-08 18:36:20,1,,5.4,asma
2815,1438,Couton Tige 150,1.0,1.583,1.8,2024-02-08 18:39:19,1,,1.8,asma
2816,66,CLASS DEO HOMME CITIES 150ML,1.0,3.844,5.2,2024-02-08 18:46:13,1,,5.2,asma
2817,1132,amirat al arab 50 ML,1.0,15.384,20.0,2024-02-08 18:49:52,1,,20.0,asma
2817,291,LABELLO BLACKBERRY SHINE,1.0,5.891,7.0,2024-02-08 18:49:52,1,,7.0,asma
2818,1444,Clip Protection Confort 10 maxi Normal,1.0,2.45,2.85,2024-02-08 19:12:26,1,,2.85,asma
2819,1476,Judy Déboucheur 300g,1.0,4.68,6.1,2024-02-08 19:33:53,1,,6.1,asma
2820,1476,Judy Déboucheur 300g,-1.0,4.68,6.1,2024-02-08 19:45:42,1,,6.1,asma
2821,1475,Judy Déboucheur 1 L,1.0,7.26,9.0,2024-02-08 19:46:10,1,,9.0,asma
2822,857,R.B Kit Coloration 6.0,1.0,5.97,7.5,2024-02-09 09:20:11,1,,7.5,asma
2823,1483,Sunsilk SHP Anti Péliculaire  600 ml,1.0,6.268,7.2,2024-02-09 09:29:06,1,,7.2,asma
2823,751,Papier Aluminium 100M STARK,1.0,18.207,21.85,2024-02-09 09:29:06,1,,21.85,asma
2823,172,NIVEA STICK FEMME FRESH NATURAL,1.0,8.598,11.2,2024-02-09 09:29:06,1,,11.2,asma
2823,167,NIVEA STICK HOMME INVISIBLE POWER B&W,1.0,8.598,11.2,2024-02-09 09:29:06,1,,11.2,asma
2823,550,Porte savon,2.0,1.98,2.6,2024-02-09 09:29:06,1,,2.6,asma
2824,1012,Lingette Lilas Bébé Lot de 3,1.0,7.611,8.3,2024-02-09 09:33:44,1,,8.3,asma
2825,1561,Shp Syoss Ceramide  500 ml,1.0,7.259,8.95,2024-02-09 09:50:50,1,,8.95,asma
2826,195,ELSÉVE LOW SHP HUIL EXTRA 400ML,1.0,20.349,28.0,2024-02-09 09:57:31,1,,28.0,asma
2827,1477,Judy Linge 120 ml Savon auto,2.0,0.95,1.3,2024-02-09 10:06:28,1,,1.3,asma
2827,1252,Javel Judy 1.5 L,1.0,2.95,3.55,2024-02-09 10:06:28,1,,3.55,asma
2827,1280,SAC,1.0,0.2,0.2,2024-02-09 10:06:28,1,,0.2,asma
2827,1131,DET 2en1 300G,1.0,1.364,1.5,2024-02-09 10:06:28,1,,1.5,asma
2828,974,Serv 30*30 Table,2.0,1.408,1.85,2024-02-09 10:15:12,1,,1.85,asma
2829,11,U.D SHP  RICIN ET D'AMANDE 400ML,1.0,12.941,14.6,2024-02-09 10:51:18,1,,14.6,asma
2830,532,Tasse a bec souple,2.0,1.925,2.5,2024-02-09 10:52:25,1,,2.5,asma
2830,1461,Essuie Tout Netto,1.0,1.642,2.1,2024-02-09 10:52:25,1,,2.1,asma
2830,1280,SAC,1.0,0.2,0.2,2024-02-09 10:52:25,1,,0.2,asma
2831,1583,Distributeur Mouchoires voiture 80,1.0,1.449,1.9,2024-02-09 11:38:03,1,,1.9,asma
2831,1122,stronger with you 30 ML,1.0,10.77,14.0,2024-02-09 11:38:03,1,,14.0,asma
2831,1149,Mon Paris 30 ml,1.0,10.77,14.0,2024-02-09 11:38:03,1,,14.0,asma
2832,1360,R.B Tienture 3.0,1.0,4.386,6.3,2024-02-09 11:57:38,1,,6.3,asma
2832,796,R.B Oxydant 20 V 120 ML,1.0,1.504,1.96,2024-02-09 11:57:38,1,,1.96,asma
2833,679,Eponge a recurer inox -1-,1.0,1.32,1.7,2024-02-09 12:04:45,1,,1.7,asma
2834,1132,amirat al arab 50 ML,1.0,15.384,20.0,2024-02-09 12:07:35,1,,20.0,asma
2835,1458,Essuie Tout Maxi Citron Cotex,1.0,4.551,5.5,2024-02-09 12:17:10,1,,5.5,asma
2835,1584,Papier Toilette Cotex x4,1.0,2.0,2.4,2024-02-09 12:17:10,1,,2.4,asma
2836,1460,Esuie Tout Vichy x2 Cotex,1.0,4.75,5.5,2024-02-09 12:21:05,1,,5.5,asma
2837,1089,DEX LOT SAVON LIQUIDE 2*350ML,1.0,4.915,5.85,2024-02-09 12:33:50,1,,5.85,asma
2838,1030,Lilas Nett Menthe,1.0,2.291,2.55,2024-02-09 13:17:53,1,,2.55,asma
2839,490,Tuniros R20 extra heavy duty,1.0,4.248,5.52,2024-02-09 13:37:16,1,,5.52,asma
2840,1578,R.B Gel Douche energizing,1.0,4.179,5.4,2024-02-09 13:41:04,1,,5.4,asma
2841,1491,Sunsilk SHP noix de coco 350 ml,1.0,4.745,5.5,2024-02-09 13:46:39,1,,5.5,asma
2842,1247,Brosse a dent Colgate double action Charcoal M,1.0,1.865,2.35,2024-02-09 14:17:41,1,,2.35,asma
2842,1190,scandal 10 ml,1.0,4.615,6.0,2024-02-09 14:17:41,1,,6.0,asma
2843,1122,stronger with you 30 ML,1.0,10.77,14.0,2024-02-09 15:09:49,1,,14.0,asma
2844,1192,scandal 50 ml,1.0,15.384,20.0,2024-02-09 16:26:45,1,,20.0,asma
2845,1229,Dentefrices Colgate maxclean,1.0,4.44,5.55,2024-02-09 17:33:59,1,,5.55,asma
2845,1563,Shp Syoss Pure Smooth 500 ml,1.0,7.259,8.95,2024-02-09 17:33:59,1,,8.95,asma
