id,blid,bldate,itemid,itembarcode,itemname,quantity,clientid,prixachat,prixvente,prixdeventeht,prixdeventehtremise,tauxtva,clientexonere,remise,montant,totaltva,totalremise,prixachatht,originaldiscount
1393,21,2025-04-08,2142,6192011808059,lilas PH Clean Classic *4,1.0,11,1.849,2.5,2.101,2.101,19.0,0,0.0,2.50019,0.39919,0.0,1.554,0.0
1394,21,2025-04-08,2213,6192011803719,Lilas Clip Ultra Nuit 9,1.0,11,3.007,3.801,3.801,3.801,0.0,0,0.0,3.801,0.0,0.0,3.007,0.0
1395,21,2025-04-08,989,6192011809353,lilas Lingette Bebe 72 Confort Max Avec Lid,1.0,11,4.333,5.599,5.599,5.599,0.0,0,0.0,5.599,0.0,0.0,4.333,0.0
1396,21,2025-04-08,1022,6192011803108,Lilas Maternité Super De 15,1.0,11,3.708,4.9,4.9,4.9,0.0,0,0.0,4.9,0.0,0.0,3.708,0.0
1397,21,2025-04-08,982,6192011803726,Lilas Clip Ultra Super 8,1.0,11,3.007,3.8,3.801,3.801,0.0,0,0.0,3.801,0.0,0.0,3.007,0.0
1398,21,2025-04-08,2549,6192319101845,Lilas dentifrices 75ml Extrème Menthe Charbon,1.0,11,3.832,4.6,3.866,3.866,19.0,0,0.0,4.60054,0.73454,0.0,3.22,0.0
1399,21,2025-04-08,999,6192011803740,Lilas Clip Ultra Nuit 7,1.0,11,3.007,3.8,3.194,3.194,19.0,0,0.0,3.80086,0.60686,0.0,2.527,0.0
1400,21,2025-04-08,1003,6192011813329,Lilas Clip Nuit 8 Plus,3.0,11,2.542,3.2,2.689,2.689,19.0,0,0.0,9.59973,1.53273,0.0,2.136,0.0
1401,21,2025-04-08,1001,6192011813336,Lilas Clip Normal 10 Parfume,1.0,11,2.9330763,3.508,2.948,2.948,19.0,0,0.0,3.50812,0.56012,0.0,2.46477,0.0
1402,21,2025-04-08,1652,6192477621063,Lilas desorisant 4.75L lavande,1.0,11,5.1,6.099,5.126,5.126,19.0,0,0.0,6.09994,0.97394,0.0,4.286,0.0
1403,21,2025-04-08,2398,6192011814210,Lilas Lingette Bebe Lot 3 (20),1.0,11,2.744,3.2,3.2,3.2,0.0,0,0.0,3.2,0.0,0.0,2.744,0.0
1404,21,2025-04-08,1442,6192400661708,Nana Clip Extra Nuit 8 maxi,1.0,11,2.55,3.2,3.2,3.2,0.0,0,0.0,3.2,0.0,0.0,2.55,0.0
1405,21,2025-04-08,2127,6192400658104,Nana Protège Slip Douceur 20,1.0,11,2.761,3.2,2.691,2.691,19.0,0,0.0,3.20229,0.51129,0.0,2.32,0.0
1406,21,2025-04-08,1443,6192400655158,Nana Clip Protection Confort 9 maxi,5.0,11,2.45,3.2,2.689,2.689,19.0,0,0.0,15.99955,2.55455,0.0,2.059,0.0
1407,21,2025-04-08,1314,8050327685727,Mood Teinture 9.11,1.0,11,7.045,9.799,8.235,8.235,19.0,0,0.0,9.79965,1.56465,0.0,5.92,0.0
1408,21,2025-04-08,1297,8053264518400,Mood Teinture 6,1.0,11,7.045,9.799,8.235,8.235,19.0,0,0.0,9.79965,1.56465,0.0,5.92,0.0
1409,21,2025-04-08,1336,8050327687097,Mood Teinture Sans Amoniac 6,1.0,11,8.260623,11.499,9.663,9.663,19.0,0,0.0,11.49897,1.83597,0.0,6.9417,0.0
1410,21,2025-04-08,3189,6192488200233,H.Zone teinture lalo 7.1,1.0,11,7.797,8.9,7.479,7.479,19.0,0,0.0,8.90001,1.42101,0.0,6.552,0.0
1411,21,2025-04-08,1332,8050327687189,Mood Teinture Sans Amoniac 8.01,2.0,11,8.261,11.499,9.663,9.663,19.0,0,0.0,22.99794,3.67194,0.0,6.942,0.0
1412,21,2025-04-08,1342,8053264517854,Mood Oxydant 40 vol 100ml,30.0,11,2.611098,3.262,2.741,2.741,19.0,0,0.0,97.8537,15.6237,0.0,2.1942,0.0
1413,21,2025-04-08,2987,5283022004194,Elegance body splash vanille et coconut 120 ml,1.0,11,5.224,6.9,5.798,5.798,19.0,0,0.0,6.89962,1.10162,0.0,4.39,0.0
1414,21,2025-04-08,2283,6192465801392,Zynia Body Splash Sublime 250mL,1.0,11,9.194535,11.5,9.664,9.664,19.0,0,0.0,11.50016,1.83616,0.0,7.7265,0.0
1415,17,2025-03-25,610,8681917081201,STEPY sac de cuisson,1.0,13,2.575,3.301,2.774,2.774,19.0,0,0.0,3.30106,0.52706,0.0,2.164,0.0
1416,17,2025-03-25,1253,6192002403133,JUDY Javel classic 3L+1L gratuit,1.0,13,3.94128,4.2,3.529,3.529,19.0,0,0.0,4.19951,0.67051,0.0,3.312,0.0
1417,17,2025-03-25,2958,6192002403928,Judy clorogel wc 500 ML,1.0,13,3.95,4.503,3.784,3.784,19.0,0,0.0,4.50296,0.71896,0.0,3.319,0.0
1418,17,2025-03-25,1705,6192465801552,Zynia lave main  Miel Melon 370 ML,1.0,13,2.7583605,3.5,2.941,2.941,19.0,0,0.0,3.49979,0.55879,0.0,2.31795,0.0
1419,17,2025-03-25,2535,6192319105409,Lilas lave mains 500ml Extrème Citron,1.0,13,3.771,4.5,4.5,4.5,0.0,0,0.0,4.5,0.0,0.0,3.771,0.0
1420,17,2025-03-25,2612,3665468500805,Harpic pp explosio Marine 750 ML,2.0,13,8.078,9.9,8.319,8.319,19.0,0,0.0,19.79922,3.16122,0.0,6.788,0.0
1421,17,2025-03-25,1263,6192002402815,Judy Dégraissant 0.45L,1.0,13,5.6,6.899,5.798,5.798,19.0,0,0.0,6.89962,1.10162,0.0,4.706,0.0
1422,17,2025-03-25,3311,3346025730001,Carolin sol lavant et brillant 1 L,1.0,13,7.319,8.5,7.143,7.143,19.0,0,0.0,8.50017,1.35717,0.0,6.15,0.0
1423,17,2025-03-25,3315,3346025721009,Carolin sol lavande et savon de marseille 1 L,2.0,13,7.319,8.5,7.143,7.143,19.0,0,0.0,17.00034,2.71434,0.0,6.15,0.0
1424,17,2025-03-25,476,3600550964721,NARTA BILLE FEMME BIO EFFICACITE 50 ML,1.0,13,11.732805,12.7,10.672,10.672,19.0,0,0.0,12.69968,2.02768,0.0,9.8595,0.0
1425,17,2025-03-25,3309,3346020030861,Carolin pistolet multi surfaces au bicarbonate 650ML,2.0,13,8.2705,9.2,7.731,7.731,19.0,0,0.0,18.39978,2.93778,0.0,6.95,0.0
1426,17,2025-03-25,2711,3346029989450,Carolin pistolet dégraissant citron 650ML,1.0,13,8.2705,9.2,7.731,7.731,19.0,0,0.0,9.19989,1.46889,0.0,6.95,0.0
1427,17,2025-03-25,2908,3700992600499,Baranne blacheur baskets 75 ML,1.0,13,4.309,5.6,4.705,4.705,19.0,0,0.0,5.59895,0.89395,0.0,3.621,0.0
