id,benum,datebe,idsupplier,supplier,total,reference,auteur,numfacture,supplieraddress,suppliermatfiscal,userid,paymentstatus,paymentid,brofbe,beofbr,supfacture,factureid
256,0,2024-06-24,1,SDC,463.729,FAC-202406-2306191,taher,0,,,1,0,0,0,0,0,0
257,0,2024-07-01,4,lilas,582.931,0402221454,taher,0,,,1,0,0,0,0,0,0
258,0,2024-07-01,1,SDC,605.613,FAC-202407-2407203,taher,0,,,1,0,0,0,0,0,0
259,0,2024-07-01,1,SDC,391.633,FAC-202407-2407204,taher,0,,,1,0,0,0,0,0,0
260,0,2024-07-02,4,lilas,1837.318,BLI 04104102951,taher,0,,,1,0,0,0,0,0,0
261,0,2024-07-02,6,Canal Food ( sunsilk),116.725,bl 928329,taher,0,,,1,0,0,0,0,0,0
262,0,2024-07-04,3,Négoce distribution (Judy),952.01,Fac-9030730481,taher,0,,,1,0,0,0,0,0,0
263,0,2024-07-08,6,Canal Food ( sunsilk),3756.176,BL 936157,taher,0,,,1,0,0,0,0,0,0
264,0,2024-07-08,1,SDC,536.918,FAC-202407-2407208,taher,0,,,1,0,0,0,0,0,0
265,0,2024-07-01,1,SDC,1322.498,BLI-202407-184,taher,0,,,1,0,0,0,0,0,0
266,0,2024-07-09,12,Jaspé,1260.297,,taher,0,,,1,0,0,0,0,0,0
267,0,2024-07-09,8,ESSOURI DISTRIBUTION,1197.988,FC-2428998,taher,0,,,1,0,0,0,0,0,0
268,0,2024-07-10,14,Aseptika,515.979,FC24/790,taher,0,,,1,0,0,0,0,0,0
269,0,2024-07-11,1,SDC,1750.228,BLI-202407-222,taher,0,,,1,0,0,0,0,0,0
270,0,2024-07-11,1,SDC,131.197,Pince epilation ,taher,0,,,1,0,0,0,0,0,0
271,0,2024-07-13,1,SDC,1054.076,FAC-202407-2407217,taher,0,,,1,0,0,0,0,0,0
272,0,2024-07-13,1,SDC,327.689,FAC-202407-2407216,taher,0,,,1,0,0,0,0,0,0
273,0,2024-07-15,1,SDC,521.547,BLI-202407-239,taher,0,,,1,0,0,0,0,0,0
274,0,2024-07-06,1,SDC,957.479,bli-202407-240,taher,0,,,1,0,0,0,0,0,0
275,0,2024-07-16,1,SDC,232.336,FAC-202407-2407221,taher,0,,,1,0,0,0,0,0,0
276,0,2024-07-16,8,ESSOURI DISTRIBUTION,386.435,FAC-2429042,taher,0,,,1,0,0,0,0,0,0
277,0,2024-07-16,1,SDC,453.419,BLI-202407-246,taher,0,,,1,0,0,0,0,0,0
278,0,2024-07-17,1,SDC,279.71,BLI-202407-247,taher,0,,,1,0,0,0,0,0,0
279,0,2024-07-18,3,Négoce distribution (Judy),2210.718,Facture : 9030741546,taher,0,,,1,0,0,0,0,0,0
280,0,2024-07-18,1,SDC,134.732,BLI-202407-248,taher,0,,,1,0,0,0,0,0,0
281,0,2024-07-18,4,lilas,2008.076,BLI-0410413236,taher,0,,,1,0,0,0,0,0,0
282,0,2024-07-18,8,ESSOURI DISTRIBUTION,650.365,BL-024830,taher,0,,,1,0,0,0,0,0,0
283,0,2024-07-19,1,SDC,245.15,BLI-202407-274,taher,0,,,1,0,0,0,0,0,0
284,0,2024-07-19,4,lilas,861.279,0402221787,taher,0,,,1,0,0,0,0,0,0
285,0,2024-07-20,8,ESSOURI DISTRIBUTION,716.063,BL-024868,taher,0,,,1,0,0,0,0,0,0
286,0,2024-07-23,1,SDC,1982.563,BLI-202407-293,taher,0,,,1,0,0,0,0,0,0
287,0,2024-07-23,15,Trading Distr company,1244.564,,taher,0,,,1,0,0,0,0,0,0
288,0,2024-07-26,1,SDC,511.817,FAC-202407-2407231,taher,0,,,1,0,0,0,0,0,0
289,0,2024-07-29,1,SDC,192.306,FAC-202407-2407235,taher,0,,,1,0,0,0,0,0,0
290,0,2024-07-29,8,ESSOURI DISTRIBUTION,3184.081,BL025027,taher,0,,,1,0,0,0,0,0,0
291,0,2024-07-31,1,SDC,1663.925,BLI-202407-324,taher,0,,,1,0,0,0,0,0,0
292,0,2024-08-01,3,Négoce distribution (Judy),3515.385,9030753275,taher,0,,,1,0,0,0,0,0,0
293,0,2024-08-02,1,SDC,166.153,FAC-202408-2408238,taher,0,,,1,0,0,0,0,0,0
294,0,2024-08-05,11,peaudeauce,1238.145,PEAUDOUCE FAC N°20,taher,0,,,1,0,0,0,0,0,0
295,0,2024-08-05,1,SDC,1027.106,FAC-202408-2408241,taher,0,,,1,0,0,0,0,0,0
296,0,2024-08-06,4,lilas,1012.351,0402222111,taher,0,,,1,0,0,0,0,0,0
297,0,2024-08-06,1,SDC,101.54,FAC-202408-2408243,taher,0,,,1,0,0,0,0,0,0
298,0,2024-08-06,4,lilas,1083.553,0410413551,taher,0,,,1,0,0,0,0,0,0
299,0,2024-08-09,1,SDC,1284.107223,BLI-202408-41,Mohamed Ali,0,,,1,0,0,0,0,0,0
300,0,2024-08-10,1,SDC,4378.691,BLI-202408-55,taher,0,,,1,0,0,0,0,0,0
301,0,2024-08-10,16,sojama,469.941,fac-1348,taher,0,,,1,0,0,0,0,0,0
302,0,2024-08-10,1,SDC,132.269,BLI 202408- 50,taher,0,,,1,0,0,0,0,0,0
303,0,2024-08-12,1,SDC,184.612,FAC-202408-2408252,taher,0,,,1,0,0,0,0,0,0
304,0,2024-08-12,1,SDC,183.855,BLI - 202408 - 56,taher,0,,,1,0,0,0,0,0,0
305,0,2024-08-12,10,Nadhif,1350.129,FC 043-038591,taher,0,,,1,0,0,0,0,0,0
306,0,2024-08-13,6,Canal Food ( sunsilk),1346.937,BL/FN° 937329,taher,0,,,1,0,0,0,0,0,0
307,0,2024-08-15,3,Négoce distribution (Judy),464.912,Facture : 9030764362,taher,0,,,1,0,0,0,0,0,0
308,0,2024-08-16,4,lilas,2341.445,,taher,0,,,1,0,0,0,0,0,0
309,0,2024-08-17,1,SDC,150.768,FAC-202408-2408258,taher,0,,,1,0,0,0,0,0,0
310,0,2024-08-17,1,SDC,142.721,BLI - 202408 - 80,taher,0,,,1,0,0,0,0,0,0
311,0,2024-08-20,4,lilas,1407.298,BLI N° 0402222357,taher,0,,,1,0,0,0,0,0,0
312,0,2024-08-20,4,lilas,957.754,BLI N° 0410413797,taher,0,,,1,0,0,0,0,0,0
313,0,2024-08-20,14,Aseptika,986.512,Facture N° F24/1037,taher,0,,,1,0,0,0,0,0,0
314,0,2024-08-20,13,(GTC) Global Trading Company,134.946,BL N° F24/381,taher,0,,,1,0,0,0,0,0,0
315,0,2024-08-22,3,Négoce distribution (Judy),985.013,9030769723,taher,0,,,1,0,0,0,0,0,0
316,0,2024-08-22,8,ESSOURI DISTRIBUTION,1184.568,FAC2429311,taher,0,,,1,0,0,0,0,0,0
317,0,2024-08-23,1,SDC,234.845,FAC-202408-2408261,taher,0,,,1,0,0,0,0,0,0
318,0,2024-08-23,3,Négoce distribution (Judy),536.392,9030770695,taher,0,,,1,0,0,0,0,0,0
319,0,2024-08-24,1,SDC,3514.002,FC 2408266,taher,0,,,1,0,0,0,0,0,0
320,0,2024-08-24,13,(GTC) Global Trading Company,1252.042,,taher,0,,,1,0,0,0,0,0,0
321,0,2024-08-27,1,SDC,372.303,FAC-202408-2408267,taher,0,,,1,0,0,0,0,0,0
322,0,2024-08-30,11,peaudeauce,1603.945,FACN°10,taher,0,,,1,0,0,0,0,0,0
323,0,2024-08-30,6,Canal Food ( sunsilk),1043.053,BL/FN°943690,taher,0,,,1,0,0,0,0,0,0
324,0,2024-08-31,8,ESSOURI DISTRIBUTION,520.155,FC2429341,taher,0,,,1,0,0,0,0,0,0
325,0,2024-08-31,1,SDC,1276.112,,taher,0,,,1,0,0,0,0,0,0
326,0,2024-08-31,1,SDC,773.84,FAC-202408-2408274,taher,0,,,1,0,0,0,0,0,0
327,0,2024-08-31,8,ESSOURI DISTRIBUTION,208.8,,taher,0,,,1,0,0,0,0,0,0
328,0,2024-09-04,20,Societe el ahram,1793.289,,taher,0,,,1,0,0,0,0,0,0
329,0,2024-09-05,1,SDC,34.972,,taher,0,,,1,0,0,0,0,0,0
330,0,2024-09-06,1,SDC,455.384,FAC-202409-2409278,taher,0,,,1,0,0,0,0,0,0
331,0,2024-09-06,4,lilas,996.358,B.L.N 0410414061,taher,0,,,1,0,0,0,0,0,0
332,0,2024-09-06,4,lilas,249.243,B.L.N0402222654,taher,0,,,1,0,0,0,0,0,0
333,0,2024-09-07,8,ESSOURI DISTRIBUTION,4031.584,BL025761,taher,0,,,1,0,0,0,0,0,0
334,0,2024-09-08,4,lilas,556.823,Lilas cosmétiques ,taher,0,,,1,0,0,0,0,0,0
336,0,2024-09-09,1,SDC,1237.094,FAC-202409-2409279,taher,0,,,1,0,0,0,0,0,0
337,0,2024-09-09,18,det,20.482,DET-OMO 280 g,taher,0,,,1,0,0,0,0,0,0
338,0,2024-09-10,6,Canal Food ( sunsilk),2312.38,,taher,0,,,1,0,0,0,0,0,0
339,0,2024-09-11,1,SDC,1241.533,FAC-202409-2409281,taher,0,,,1,0,0,0,0,0,0
340,0,2024-09-11,1,SDC,440.60821,FAC-202409-240982,Mohamed Ali,0,,,1,0,0,392,0,0,0
341,0,2024-09-11,4,lilas,241.52,9968500878,taher,0,,,1,0,0,0,0,0,0
342,0,2024-09-12,8,ESSOURI DISTRIBUTION,162.96,BL025871,taher,0,,,1,0,0,0,0,0,0
343,0,2024-09-12,3,Négoce distribution (Judy),324.418,9030786913,taher,0,,,1,0,0,0,0,0,0
344,0,2024-09-12,8,ESSOURI DISTRIBUTION,625.96,BL025872,taher,0,,,1,0,0,0,0,0,0
345,0,2024-09-13,21,correction stock,764.5692285,correction stock Campact power gel machine,Mohamed Ali,0,,,1,0,0,0,0,0,0
346,0,2024-09-13,11,peaudeauce,1161.7,20,taher,0,,,1,0,0,0,0,0,0
347,0,2024-09-13,11,peaudeauce,6.0,echange,taher,0,,,1,0,0,0,0,0,0
348,0,2024-09-13,8,ESSOURI DISTRIBUTION,966.768,,taher,0,,,1,0,0,0,0,0,0
349,0,2024-09-13,1,SDC,911.498,FAC-202409-2409285,taher,0,,,1,0,0,0,0,0,0
350,0,2024-09-17,15,Trading Distr company,111.9,,taher,0,,,1,0,0,0,0,0,0
351,0,2024-09-18,1,SDC,150.768,FAC-202409-2409289,taher,0,,,1,0,0,0,0,0,0
352,0,2024-09-18,4,lilas,11.155,echange,taher,0,,,1,0,0,0,0,0,0
353,0,2024-09-19,22,Azur detergents,881.866,B.L.N 0402222904,taher,0,,,1,0,0,0,0,0,0
354,0,2024-09-19,1,SDC,904.284,FAC-202409-2409290,taher,0,,,1,0,0,0,0,0,0
355,0,2024-09-20,21,correction stock,30.671,,taher,0,,,1,0,0,0,0,0,0
356,0,2024-09-20,21,correction stock,428.71,,taher,0,,,1,0,0,0,0,0,0
357,0,2024-09-21,11,peaudeauce,1500.791,,taher,0,,,1,0,0,0,0,0,0
358,0,2024-09-21,16,sojama,1227.654,,taher,0,,,1,0,0,0,0,0,0
359,0,2024-09-21,8,ESSOURI DISTRIBUTION,1743.855,,taher,0,,,1,0,0,0,0,0,0
361,0,2024-09-23,6,Canal Food ( sunsilk),424.0,BL/FN926734,Mohamed Ali,0,,,1,0,0,0,0,0,0
362,0,2024-09-23,23,Inside,435.033,,taher,0,,,1,0,0,0,0,0,0
363,0,2024-09-23,24,correction stock axe,344.273,,taher,0,,,1,0,0,0,0,0,0
364,0,2024-09-24,8,ESSOURI DISTRIBUTION,589.933,,taher,0,,,1,0,0,0,0,0,0
365,0,2024-09-26,1,SDC,893.84,FAC-202409-2409292,taher,0,,,1,0,0,0,0,0,0
366,0,2024-09-27,1,SDC,2151.552,FAC-202409-2409294,taher,0,,,1,0,0,0,0,0,0
367,0,2024-09-27,1,SDC,1320.1,FAC-202409-2409300,taher,0,,,1,0,0,0,0,0,0
368,0,2024-09-27,16,sojama,2559.762,,taher,0,,,1,0,0,0,0,0,0
369,0,2024-09-27,4,lilas,82.81,9968501074,taher,0,,,1,0,0,0,0,0,0
370,0,2024-09-27,4,lilas,1147.845,9968501074,taher,0,,,1,0,0,0,0,0,0
371,0,2024-09-28,4,lilas,152.142,B.L.N 0402223084,taher,0,,,1,0,0,0,0,0,0
372,0,2024-09-30,17,RED GO,1062.747,FAC045-013146,taher,0,,,1,0,0,0,0,0,0
373,0,2024-10-02,1,SDC,216.92,FAC-202409-2409302,taher,0,,,1,0,0,0,0,0,0
374,0,2024-10-02,4,lilas,440.567,B.L.N0410414472,taher,0,,,1,0,0,0,0,0,0
375,0,2024-10-03,25,smart distribution,4061.218,BLF/2024/6755,taher,0,,,1,0,0,0,0,0,0
376,0,2024-10-04,26,PHOENIX DISTRIBUTION,946.9,20,taher,0,,,1,0,0,0,0,0,0
377,0,2024-10-04,8,ESSOURI DISTRIBUTION,789.766,FC2429524,taher,0,,,1,0,0,0,0,0,0
378,0,2024-10-05,1,SDC,869.335,FAC-202410-2410306,taher,0,,,1,0,0,0,0,0,0
379,0,2024-10-05,8,ESSOURI DISTRIBUTION,102.96,BL026388,taher,0,,,1,0,0,0,0,0,0
380,0,2024-10-07,1,SDC,496.918,FAC-202410-2410307,taher,0,,,1,0,0,0,0,0,0
381,0,2024-10-07,1,SDC,1456.846,DEV-202409-11,taher,0,,,1,0,0,0,0,0,0
382,0,2024-10-07,1,SDC,706.396,FAC-202410-2410308,taher,0,,,1,0,0,0,0,0,0
383,0,2024-10-07,5,jaspé,1344.1258967,corection inventaire ,Mohamed Ali,0,,,1,0,0,0,0,0,0
384,0,2024-10-11,9,Irsan de Service,164.4,123,taher,0,,,1,0,0,0,0,0,0
385,0,2024-10-14,4,lilas,719.324,B.L.N 0402223348,taher,0,,,1,0,0,0,0,0,0
387,0,2024-10-14,4,lilas,553.955,99104404665,taher,0,,,1,0,0,0,0,0,0
388,0,2024-10-15,1,SDC,646.15,,Mohamed Ali,0,,,1,0,0,0,0,0,0
389,0,2024-10-16,1,SDC,2222.933,BLI-202410-36,Mohamed Ali,0,,,1,0,0,0,0,0,0
390,0,2024-10-18,3,Négoce distribution (Judy),630.512,9030816107,Mohamed Ali,0,,,1,0,0,0,0,0,0
391,0,2024-10-19,26,PHOENIX DISTRIBUTION,832.61428,20,Mohamed Ali,0,,,1,0,0,0,0,0,0
392,0,2024-09-11,1,SDC,-165.29695,,Mohamed Ali,0,,,1,0,0,0,340,0,0
393,0,2024-10-23,1,SDC,463.07422,FAC-202410-2410313,Mohamed Ali,0,,,1,0,0,0,0,0,0
394,0,2024-10-24,8,ESSOURI DISTRIBUTION,1525.418188,BL026735,Mohamed Ali,0,,,1,0,0,0,0,0,0
395,0,2024-10-24,16,sojama,625.0,FA240790,Mohamed Ali,0,,,1,0,0,0,0,0,0
397,0,2024-10-26,4,lilas,672.39,B.L.N 0410414838,Mohamed Ali,0,,,1,0,0,0,0,0,0
398,0,2024-10-26,22,Azur detergents,249.14197,B.L.N 0402223579,Mohamed Ali,0,,,1,0,0,0,0,0,0
399,0,2024-10-26,28,azur cosmetics,451.19141,B.L.N 0468501449,Mohamed Ali,0,,,1,0,0,0,0,0,0
400,0,2024-10-26,28,azur cosmetics,39.708,9968501460,Mohamed Ali,0,,,1,0,0,0,0,0,0
401,0,2024-10-28,1,SDC,2866.7744385,BLI-202410-81,Mohamed Ali,0,,,1,0,0,0,0,0,0
402,0,2024-02-26,1,SDC,-987.5455,corection inventaire,Mohamed Ali,0,,,1,0,0,0,113,0,0
403,0,2024-10-30,15,Trading Distr company,599.57079,BLN: 4-BLN84460,Mohamed Ali,0,,,1,0,0,0,0,0,0
404,0,2024-11-01,1,SDC,2637.6992005,BLI-202410-98,Mohamed Ali,0,,,1,0,0,0,0,0,0
405,0,2024-11-01,1,SDC,399.99589,FAC-202410-2411323,Mohamed Ali,0,,,1,0,0,0,0,0,0
406,0,2024-11-02,26,PHOENIX DISTRIBUTION,1637.3882,01,Mohamed Ali,0,,,1,0,0,0,0,0,0
413,0,2024-11-06,17,RED GO,711.9173376,044-0479092,Mohamed Ali,0,,,1,0,0,0,0,0,0
414,0,2024-11-06,8,ESSOURI DISTRIBUTION,682.8537379,BL027193,Mohamed Ali,0,,,1,0,0,0,0,0,0
415,0,2024-11-08,3,Négoce distribution (Judy),368.99758,9030832500,Mohamed Ali,0,,,1,0,0,0,0,0,0
416,0,2024-11-08,6,Canal Food ( sunsilk),8.74,1,Mohamed Ali,0,,,1,0,0,417,0,0,0
417,0,2024-11-08,6,Canal Food ( sunsilk),-244.72,1,Mohamed Ali,0,,,1,0,0,0,416,0,0
418,0,2024-11-08,6,Canal Food ( sunsilk),244.33032,931499,Mohamed Ali,0,,,1,0,0,0,0,0,0
419,0,2024-11-08,26,PHOENIX DISTRIBUTION,102.0,10,Mohamed Ali,0,,,1,0,0,0,0,0,0
420,0,2024-11-08,8,ESSOURI DISTRIBUTION,826.0685336,BL027261,Mohamed Ali,0,,,1,0,0,0,0,0,0
421,0,2024-11-08,4,lilas,676.18218,B.L.N 0410415070,Mohamed Ali,0,,,1,0,0,0,0,0,0
422,0,2024-11-09,28,azur cosmetics,535.62738,B.L.N 0402223820,Mohamed Ali,0,,,1,0,0,0,0,0,0
423,0,2024-11-09,1,SDC,970.086388,FAC-202411-2411330,Mohamed Ali,0,,,1,0,0,0,0,0,0
424,0,2024-11-09,1,SDC,332.30274,FAC-202411-2411331,Mohamed Ali,0,,,1,0,0,0,0,0,0
427,0,2024-11-13,1,SDC,60.42582,BLI-202411-129,Mohamed Ali,0,,,1,0,0,0,0,0,0
428,0,2024-11-16,1,SDC,1495.287241,FAC-202411-2411333,Mohamed Ali,0,,,1,0,0,0,0,0,0
429,0,2024-11-20,15,Trading Distr company,448.751856,4-BLN84515,Mohamed Ali,0,,,1,0,0,0,0,0,0
430,0,2024-11-21,1,SDC,1436.448048,BLI-202411-150,Mohamed Ali,0,,,1,0,0,0,0,0,0
431,0,2024-11-22,28,azur cosmetics,366.7197,B.L.N 0468501763,Mohamed Ali,0,,,1,0,0,0,0,0,0
432,0,2024-11-23,22,Azur detergents,509.30572,B.L.N 0402224034,Mohamed Ali,0,,,1,0,0,0,0,0,0
433,0,2024-11-25,3,Négoce distribution (Judy),560.8481616,9030845822,Mohamed Ali,0,,,1,0,0,0,0,0,0
434,0,2024-11-25,8,ESSOURI DISTRIBUTION,564.644146,BL027716,Mohamed Ali,0,,,1,0,0,0,0,0,0
435,0,2024-11-27,17,RED GO,458.0945395,046-046612,Mohamed Ali,0,,,1,0,0,0,0,0,0
436,0,2024-11-28,1,SDC,1001.151046,FAC-202411-2411339,Mohamed Ali,0,,,1,0,0,0,0,0,0
437,0,2024-11-28,1,SDC,403.07204,FAC-202411-2411340,Mohamed Ali,0,,,1,0,0,0,0,0,0
438,0,2024-11-28,26,PHOENIX DISTRIBUTION,164.99826,10,Mohamed Ali,0,,,1,0,0,0,0,0,0
439,0,2024-11-29,1,SDC,412.5790095,FAC-202411-2411342,Mohamed Ali,0,,,1,0,0,0,0,0,0
440,0,2024-11-29,1,SDC,332.3674,BLI-202411-169,Mohamed Ali,0,,,1,0,0,0,0,0,0
441,0,2024-11-29,1,SDC,2126.97784,BLI-202411-167,Mohamed Ali,0,,,1,0,0,0,0,0,0
442,0,2024-11-29,26,PHOENIX DISTRIBUTION,119.2,11,Mohamed Ali,0,,,1,0,0,0,0,0,0
443,0,2024-11-29,1,SDC,96.38564,FAC-202411-2411343,Mohamed Ali,0,,,1,0,0,0,0,0,0
444,0,2024-12-04,4,lilas,1050.30045,B.L.N 0410415465,Mohamed Ali,0,,,1,0,0,0,0,0,0
445,0,2024-12-06,1,SDC,2377.311,FAC-202412-2412347,Mohamed Ali,0,,,1,0,0,0,0,0,0
446,0,2024-12-06,28,azur cosmetics,183.15,B.L. N 0468501939,Mohamed Ali,0,,,1,0,0,0,0,0,0
447,0,2024-12-07,26,PHOENIX DISTRIBUTION,144.9896,12,Mohamed Ali,0,,,1,0,0,0,0,0,0
448,0,2024-12-07,29,ste beedi,834.0,BLC24-1697,Mohamed Ali,0,,,1,0,0,0,0,0,0
449,0,2024-12-07,4,lilas,1997.3822,B.L.N 0410415543,Mohamed Ali,0,,,1,0,0,0,0,0,0
450,0,2024-12-07,1,SDC,1504.24092,BLI-202412-197,Mohamed Ali,0,,,1,0,0,0,0,0,0
451,0,2024-12-07,1,SDC,297.647441,BLI-202412-196,Mohamed Ali,0,,,1,0,0,0,0,0,0
452,0,2024-12-07,1,SDC,1283.91996,BLI-202412-198,Mohamed Ali,0,,,1,0,0,0,0,0,0
453,0,2024-12-07,1,SDC,288.69202,FAC-202412-2412348,Mohamed Ali,0,,,1,0,0,0,0,0,0
454,0,2024-12-07,1,SDC,684.0,123,Mohamed Ali,0,,,1,0,0,0,0,0,0
455,0,2024-12-09,3,Négoce distribution (Judy),321.21313,9030856796,Mohamed Ali,0,,,1,0,0,0,0,0,0
456,0,2024-12-10,15,Trading Distr company,51.546,4-CM80247,Mohamed Ali,0,,,1,0,0,0,0,0,0
457,0,2024-12-11,30,ste bgm propreté,123.43672,FAB20240683,Mohamed Ali,0,,,1,0,0,0,0,0,0
458,0,2024-12-11,31,ste sponge-jex,784.1665769,FAS20240866,Mohamed Ali,0,,,1,0,0,0,0,0,0
459,0,2024-12-12,1,SDC,227.766,BLI-202412-207,Mohamed Ali,0,,,1,0,0,0,0,0,0
460,0,2024-12-12,26,PHOENIX DISTRIBUTION,856.0,0051,Mohamed Ali,0,,,1,0,0,0,0,0,0
461,0,2024-12-13,8,ESSOURI DISTRIBUTION,748.1518572,BL028348,Mohamed Ali,0,,,1,0,0,0,0,0,0
462,0,2024-12-14,1,SDC,747.343324,BLI-202412-226,Mohamed Ali,0,,,1,0,0,0,0,0,0
463,0,2024-12-14,1,SDC,770.0847,BLI-202412-227,Mohamed Ali,0,,,1,0,0,0,0,0,0
464,0,2024-12-14,1,SDC,459.9945,FAC-202412-2412354,Mohamed Ali,0,,,1,0,0,0,0,0,0
465,0,2024-12-14,1,SDC,183.0815,BLI-202412-230,Mohamed Ali,0,,,1,0,0,0,0,0,0
466,0,2024-12-18,22,Azur detergents,418.0862104,B.L. N 0402224460,Mohamed Ali,0,,,1,0,0,0,0,0,0
467,0,2024-12-18,28,azur cosmetics,162.38928,B.L N 0468502059,Mohamed Ali,0,,,1,0,0,0,0,0,0
468,0,2024-12-19,26,PHOENIX DISTRIBUTION,330.8778,02,Mohamed Ali,0,,,1,0,0,0,0,0,0
469,0,2024-12-20,1,SDC,1549.402015,BLI-202412-246,Mohamed Ali,0,,,1,0,0,0,0,0,0
470,0,2024-12-20,1,SDC,991.647944,BLI-202412-245,Mohamed Ali,0,,,1,0,0,0,0,0,0
471,0,2024-12-21,1,SDC,644.669172,FAC-202412-2412359,Mohamed Ali,0,,,1,0,0,0,0,0,0
472,0,2024-12-21,1,SDC,3088.42944,fac-202412-24112358,Mohamed Ali,0,,,1,0,0,0,0,0,0
473,0,2024-12-25,1,SDC,202.062,BLI-202412-261,Mohamed Ali,0,,,1,0,0,0,0,0,0
474,0,2024-12-26,3,Négoce distribution (Judy),217.34398,9030869903,Mohamed Ali,0,,,1,0,0,0,0,0,0
475,0,2024-12-26,8,ESSOURI DISTRIBUTION,2212.3232894,BL028735,Mohamed Ali,0,,,1,0,0,0,0,0,0
476,0,2024-12-27,23,Inside,622.65312,22401802,Mohamed Ali,0,,,1,0,0,0,0,0,0
477,0,2024-12-27,23,Inside,848.17488,22401801,Mohamed Ali,0,,,1,0,0,0,0,0,0
478,0,2024-12-27,1,SDC,253.921605,BLI-202412-268,Mohamed Ali,0,,,1,0,0,0,0,0,0
479,0,2024-12-28,1,SDC,382.0442045,FAC-202412-2412357,Mohamed Ali,0,,,1,0,0,0,0,0,0
480,0,2025-01-04,4,lilas,220.13616,B.L. N0410400011,Mohamed Ali,0,,,1,0,0,0,0,0,0
481,0,2025-01-04,26,PHOENIX DISTRIBUTION,849.22,30,Mohamed Ali,0,,,1,0,0,0,0,0,0
482,0,2025-01-06,5,jaspé,1500.8660042,inventaire 2023,Mohamed Ali,0,,,1,0,0,0,0,0,0
490,0,2025-01-08,8,ESSOURI DISTRIBUTION,1042.1758182,BL029063,Mohamed Ali,0,,,1,0,0,0,0,0,0
491,0,2025-01-08,13,(GTC) Global Trading Company,112.455,F25/8,Mohamed Ali,0,,,1,0,0,0,0,0,0
492,0,2025-01-08,14,Aseptika,1636.0948075,F25/16,Mohamed Ali,0,,,1,0,0,0,0,0,0
493,0,2025-01-10,22,Azur detergents,328.64825,B.L. N 0402224597,Mohamed Ali,0,,,1,0,0,0,0,0,0
494,0,2025-01-10,28,azur cosmetics,170.26874,B.L. N 0468502296,Mohamed Ali,0,,,1,0,0,0,0,0,0
495,0,2025-01-10,1,SDC,1637.4323245,FAC-202501-2501006,Mohamed Ali,0,,,1,0,0,0,0,0,0
496,0,2025-01-11,1,SDC,609.69888,FAC-202501-2501007,Mohamed Ali,0,,,1,0,0,0,0,0,0
497,0,2025-01-14,1,SDC,1020.753678,FAC-202501-25021011,Mohamed Ali,0,,,1,0,0,0,0,0,0
498,0,2025-01-14,1,SDC,403.08275,FAC-202501-2501010,Mohamed Ali,0,,,1,0,0,0,0,0,0
499,0,2025-01-14,17,RED GO,942.66408,043-041522,Mohamed Ali,0,,,1,0,0,0,0,0,0
500,0,2025-01-18,26,PHOENIX DISTRIBUTION,289.9792,20,Mohamed Ali,0,,,1,0,0,0,0,0,0
501,0,2025-01-20,32,STE SOL HYGIENE,574.952,001477,Mohamed Ali,0,,,1,0,0,0,0,0,0
502,0,2025-01-21,4,lilas,1564.66366,B.L. N 0410400282,Mohamed Ali,0,,,1,0,0,0,0,0,0
503,0,2025-01-21,4,lilas,771.1627,9910400296,Mohamed Ali,0,,,1,0,0,0,0,0,0
504,0,2025-01-22,15,Trading Distr company,142.6,4-BLN84645,Mohamed Ali,0,,,1,0,0,0,0,0,0
505,0,2025-01-23,25,smart distribution,388.44496,BLF/2025/0436,Mohamed Ali,0,,,1,0,0,0,0,0,0
506,0,2025-01-24,22,Azur detergents,773.04423,B.L. N 0402224839,Mohamed Ali,0,,,1,0,0,0,0,0,0
507,0,2025-01-24,1,SDC,5172.903214,FAC-202501-251018,Mohamed Ali,0,,,1,0,0,0,0,0,0
508,0,2025-01-24,1,SDC,3199.41972,FAC-202501-2501019,Mohamed Ali,0,,,1,0,0,0,0,0,0
509,0,2025-01-24,16,sojama,722.09676,2501 18,Mohamed Ali,0,,,1,0,0,0,0,0,0
510,0,2025-01-24,33,Nihel négoce,1461.722,FAC-NES01-25010103,Mohamed Ali,0,,,1,0,0,0,0,0,0
511,0,2025-01-28,17,RED GO,359.3879888,043-041844,Mohamed Ali,0,,,1,0,0,0,0,0,0
512,0,2025-01-30,6,Canal Food ( sunsilk),1778.3651898,952173,Mohamed Ali,0,,,1,0,0,0,0,0,0
513,0,2025-01-30,8,ESSOURI DISTRIBUTION,466.3732872,BL029682,Mohamed Ali,0,,,1,0,0,0,0,0,0
514,0,2025-01-30,1,SDC,2801.953532,BLI-202501-73,Mohamed Ali,0,,,1,0,0,0,0,0,0
515,0,2025-01-31,8,ESSOURI DISTRIBUTION,1170.2134256,BL029723,Mohamed Ali,0,,,1,0,0,0,0,0,0
516,0,2025-02-01,26,PHOENIX DISTRIBUTION,425.62,10,Mohamed Ali,0,,,1,0,0,0,0,0,0
517,0,2025-02-03,3,Négoce distribution (Judy),493.5266056,9030897775,Mohamed Ali,0,,,1,0,0,0,0,0,0
518,0,2025-02-03,34,andalousia,1990.7394165,03022025,Mohamed Ali,0,,,1,0,0,0,0,0,0
519,0,2025-02-05,15,Trading Distr company,5721.207744,0205/2025,Mohamed Ali,0,,,1,0,0,0,0,0,0
