Barcode,EAN,Category,ItemName,BuyPrice,SellPrice,ShortcutForeColor,ShortcutBackColor,Status,Shortcut,ItemStock,ItemBrand,delay,unit,StockFaible,ShortCutOrder,startingprice,discount,fodec,tva,marge,buypriceht,sellpriceht,defaultsupplier
18,3610340079986,2,Garnier U.D A/SHP RINCIN D'AMANDE,9.52952,11.299151864,-1,-14774017,1,0,3.0,19,0,1,3.0,0,8.8,9.0,0.0,19.0,18.57,8.008,9.4950856,518.0
19,3610340584381,2,Garnier U.D A/SHP CAMOMILLE / MIEL,9.425,11.3,-1,-14774017,1,0,5.0,19,0,1,3.0,0,8.8,10.0,0.0,19.0,19.9,7.92,9.496,0.0
20,3610340652332,2,Garnier U.D A/SHP CHARBON NOIR ET HUILE DE NIGELLE,9.425,11.3,-1,-14774017,1,0,7.0,19,0,1,3.0,0,8.8,10.0,0.0,19.0,19.9,7.92,9.496,120.0
21,3610340634482,2,Garnier U.D A/SHP LAIT D'AMANDE,9.4248,11.3003352,-1,-14774017,1,0,5.0,19,0,1,3.0,0,8.8,10.0,0.0,19.0,19.9,7.92,9.49608,121.0
22,3600540539397,0,Garnier U.D CRÈME SANS RINÇAGE AVOCAT 200ML,17.055675,19.4997532275,-1,-14774017,1,0,5.0,19,0,1,2.0,0,15.75,9.0,0.0,19.0,14.33,14.3325,16.38634725,122.0
23,3600541696716,0,Garnier U.D CRÈME SANS RINÇAGE OLIVE 200ML,16.44,19.5,-1,-14774017,1,0,5.0,19,0,1,2.0,0,15.35,10.0,0.0,19.0,18.6,13.815,16.385,123.0
24,3600542164412,0,Garnier U.D CRÈME SANS RINÇAGE LAIT D'AMANDE 200ML,16.44,19.498,-1,-14774017,1,0,3.0,19,0,1,2.0,0,15.35,10.0,0.0,19.0,18.6,13.815,16.385,124.0
25,3600542402408,0,Garnier U.D CRÈME SANS RINÇAGE CHARBON 200ML,16.44,19.498,-1,-14774017,1,0,4.0,19,0,1,2.0,0,15.35,10.0,0.0,19.0,18.6,13.815,16.385,125.0
26,3600542375160,0,Garnier U.D CRÈME SANS RINÇAGE TRÉSOR 200ML,16.44,19.498,-1,-14774017,1,0,3.0,19,0,1,2.0,0,15.35,10.0,0.0,19.0,18.6,13.815,16.385,126.0
32,3600542509725,4,Garnier U.D MASQUE OLIVE 340ML,14.72744,17.499144208,-1,-14774017,1,0,6.0,19,0,1,3.0,0,13.6,9.0,0.0,19.0,18.82,12.376,14.7051632,132.0
33,3600542370158,4,Garnier  U.D MASQUE HAIRFOOD BANANE 390ML,18.796,21.6,-1,-14774017,1,0,1.0,9,0,1,3.0,0,17.55,10.0,0.0,19.0,14.9,15.795,18.148,133.0
34,3600542370318,4,Garnier U.D MASQUE HAIRFOOD PAPAYE 390 ML,18.796,21.6,-1,-14774017,1,0,5.0,9,0,1,3.0,0,17.55,10.0,0.0,19.0,14.9,15.795,18.148,134.0
35,3600542445931,4,Garnier U.D MASQUE HAIRFOOD ALOE VERA  390ML,18.796,21.6,-1,-14774017,1,0,6.0,19,0,1,3.0,0,17.55,10.0,0.0,19.0,14.9,15.795,18.148,135.0
36,3610340038778,4,Garnier U.D HUILE D'OLIVE 140ML,17.326,21.5,-1,-14774017,1,0,1.0,19,0,1,2.0,0,16.0,9.0,0.0,19.0,24.09,14.56,18.068,136.0
37,6192440000086,15,JET 7 GEL A COIFFER 150 GR,1.705,2.2,-1,-14774017,1,0,9.0,0,0,1,6.0,0,1.508,5.0,0.0,19.0,29.0,1.433,1.849,137.0
38,6192440000079,0,JET 7 GEL A COIFFER 350 GR,2.374,3.1,-1,-14774017,1,0,12.0,0,0,1,3.0,0,2.1,5.0,0.0,19.0,30.56,1.995,2.605,138.0
39,6192440000925,1,JET 7 SHP ROSEMARY ACTIVATE 500ML,4.274,5.8,-1,-14774017,1,0,4.0,0,0,1,3.0,0,3.781,5.0,0.0,19.0,35.7,3.592,4.874,139.0
40,6192440000888,1,JET 7 SHP KERATINE VEGETALE 500ML,4.2744205,5.8003886185,-1,-14774017,1,0,3.0,0,0,1,3.0,0,3.781,5.0,0.0,19.0,35.7,3.59195,4.87427615,140.0
41,6192440000895,1,JET 7 SHP ALOE VERA MAX 500ML,4.274,5.8,-1,-14774017,1,0,3.0,0,0,1,3.0,0,3.781,5.0,0.0,19.0,35.7,3.592,4.874,141.0
42,6192440002318,3,JET 7 G.D FRUTTI 500ML,4.409,5.5,-1,-14774017,1,0,4.0,0,0,1,3.0,0,3.9,5.0,0.0,19.0,24.74,3.705,4.622,0.0
43,6192440002349,0,JET 7 G.D FLORAL 500ML,4.409,5.0,-1,-14774017,1,0,4.0,0,0,1,3.0,0,3.9,5.0,0.0,19.0,13.4,3.705,4.201,143.0
44,6192440002325,3,JET 7 G.D CITRUS 500ML,4.409,5.5,-1,-14774017,1,0,4.0,0,0,1,3.0,0,3.9,5.0,0.0,19.0,24.74,3.705,4.622,144.0
45,6192440002332,3,JET 7 G.D EXOTIC 500ML,4.409,5.5,-1,-14774017,1,0,8.0,0,0,1,3.0,0,3.9,5.0,0.0,19.0,24.74,3.705,4.622,0.0
46,6192440002356,3,JET 7 G.D MARINZ 2EN1 500ML,4.409,5.5,-1,-14774017,1,0,4.0,0,0,1,3.0,0,3.9,5.0,0.0,19.0,24.74,3.705,4.622,146.0
47,6192440000390,0,JET 7 CIRE 40GR,1.306,1.7,-1,-14774017,1,0,17.0,0,0,1,6.0,0,1.155,5.0,0.0,19.0,30.2,1.097,1.428,147.0
48,6192440000369,15,JET 7 CIRE 100G,2.731,3.3,-1,-14774017,1,0,7.0,0,0,1,6.0,0,2.416,5.0,0.0,19.0,20.8,2.295,2.772,148.0
49,6192440000611,15,JET 7 CIRE 200 GR,3.7204755,4.501775355,-1,-14774017,1,0,13.0,0,0,1,3.0,0,3.291,5.0,0.0,19.0,21.0,3.12645,3.7830045,149.0
50,6192440000406,0,JET 7 CIRE 510 GR,8.479,9.9,-1,-14774017,1,0,3.0,0,0,1,3.0,0,7.5,5.0,0.0,19.0,16.76,7.125,8.319,150.0
51,6192440000420,20,JET 7 GEL A RASER 510 GR,4.296,5.6,-1,-14774017,1,0,11.0,0,0,1,3.0,0,3.8,5.0,0.0,19.0,30.35,3.61,4.706,151.0
52,6192440002219,20,JET 7 CREME A RASER COOL 320ML,5.031,6.6,-1,-14774017,1,0,4.0,0,0,1,2.0,0,4.45,5.0,0.0,19.0,31.2,4.228,5.547,152.0
53,6192440002202,20,JET 7 CREME A RASER MENTE 320ML,5.030725,6.4996967,-1,-14774017,1,0,3.0,0,0,1,2.0,0,4.45,5.0,0.0,19.0,29.2,4.2275,5.46193,553.0
54,6192440001922,0,JET 7 SHP KÉRATINE 55ML,0.982,1.203,-1,-14774017,1,0,19.0,0,0,1,3.0,0,0.825,0.0,0.0,19.0,22.5,0.825,1.011,154.0
55,6192440000710,0,JET 7 VASELINE 50ML,1.239,1.7,-1,-14774017,1,0,15.0,0,0,1,2.0,0,1.225,15.0,0.0,19.0,37.2,1.041,1.428,155.0
56,6192440000024,15,JET 7 GEL A COIFFER 1 KG,4.239375,4.896478125,-1,-14774017,1,0,14.0,0,0,1,3.0,0,3.75,5.0,0.0,19.0,15.5,3.5625,4.1146875,156.0
57,8697926025242,0,CLASS CIRE BLUE POWER 150 ML,5.236,6.901048,-1,-14774017,1,0,7.0,0,0,1,6.0,0,4.4,0.0,0.0,19.0,31.8,4.4,5.7992,157.0
58,8697926025235,0,CLASS CIRE ORANGE POWER 150 ML,5.236,6.901048,-1,-14774017,1,0,11.0,0,0,1,6.0,0,4.4,0.0,0.0,19.0,31.8,4.4,5.7992,158.0
59,8697926024283,15,CLASS CIRE PURPLE POWER 150 ML,5.236,6.9,-1,-14774017,1,0,3.0,0,0,1,6.0,0,4.4,0.0,0.0,19.0,31.8,4.4,5.799,159.0
60,8697926025259,0,CLASS CIRE RED POWER 150 ML,5.236,6.901048,-1,-14774017,1,0,9.0,0,0,1,6.0,0,4.4,0.0,0.0,19.0,31.8,4.4,5.7992,160.0
61,8697926025228,0,CLASS CIRE WHITE POWER 150 ML,5.236,6.901,-1,-14774017,1,0,10.0,0,0,1,6.0,0,4.4,0.0,0.0,19.0,31.8,4.4,5.799,161.0
62,8697926024269,15,CLASS CIRE YELLOW POWER 150 ML,5.236,6.9,-1,-14774017,1,0,0.0,0,0,1,6.0,0,4.4,0.0,0.0,19.0,31.8,4.4,5.799,162.0
63,8697926024177,12,CLASS DEO HOMME 2+1 AUSTERE 150ML,3.844,9.999,-1,-14774017,1,0,0.0,20,0,1,12.0,0,3.8,15.0,0.0,19.0,160.15,3.23,8.403,163.0
64,8697926020322,12,CLASS DEO HOMME 2+1 CHOCO 150ML,3.844,9.999,-1,-14774017,1,0,-1.0,20,0,1,12.0,0,3.8,15.0,0.0,19.0,160.15,3.23,8.403,164.0
65,8697926024153,12,CLASS DEO HOMME BY GRAY 150ML,3.844,4.8,-1,-14774017,1,0,9.0,0,0,1,6.0,0,3.8,15.0,0.0,19.0,24.9,3.23,4.034,165.0
66,8697926020308,12,CLASS DEO HOMME CITIES  150ML,3.844,4.8,-1,-14774017,1,0,5.0,0,0,1,6.0,0,3.8,15.0,0.0,19.0,24.9,3.23,4.034,166.0
67,8697926020254,12,CLASS DEO FEMME INNOCENCE 150ML,3.844,4.8,-1,-14774017,1,0,0.0,0,0,1,12.0,0,3.8,15.0,0.0,19.0,24.9,3.23,4.034,167.0
68,8697926020247,12,CLASS DEO FEMME ADDICT 150ML,3.844,4.8,-1,-14774017,1,0,0.0,0,0,1,12.0,0,3.8,15.0,0.0,19.0,24.9,3.23,4.034,168.0
69,6192005200586,0,CLASS E.D.T FOR MEN 100ML,18.207,23.696,-1,-14774017,1,0,6.0,0,0,1,2.0,0,18.0,15.0,0.0,19.0,30.15,15.3,19.913,169.0
70,8697926015434,0,CLASS MASQUE ARGAN OIL 1000ML,10.121,14.4,-1,-14774017,1,0,18.0,0,0,1,3.0,0,13.5,37.0,0.0,19.0,42.3,8.505,12.103,170.0
71,8697926015458,0,CLASS MASQUE GARLIC EXTRACT 1000ML,10.121,14.4,-1,-14774017,1,0,14.0,0,0,1,3.0,0,13.5,37.0,0.0,19.0,42.3,8.505,12.103,171.0
72,8697926015441,0,CLASS MASQUE KERATINE 1000ML,10.121,14.4,-1,-14774017,1,0,14.0,0,0,1,3.0,0,13.5,37.0,0.0,19.0,42.3,8.505,12.103,172.0
73,8697926025785,1,CLASS SHP ARGAN OIL 1000ML,9.446,13.9,-1,-14774017,1,0,0.0,0,0,1,3.0,0,12.6,37.0,0.0,19.0,47.1,7.938,11.677,173.0
74,8697926025778,1,CLASS SHP KERATIN  1000ML,9.44622,13.89538962,-1,-14774017,1,0,5.0,0,0,1,3.0,0,12.6,37.0,0.0,19.0,47.1,7.938,11.676798,174.0
75,8697926025761,0,CLASS SHP LEMON & MENT  1000ML,9.446,13.9,-1,-14774017,1,0,8.0,0,0,1,3.0,0,12.6,37.0,0.0,19.0,47.15,7.938,11.681,175.0
76,8697926025754,1,CLASS SHP DRAGON FRUIT EXTRACT 1000ML,9.44622,13.89538962,-1,-14774017,1,0,14.0,0,0,1,3.0,0,12.6,37.0,0.0,19.0,47.1,7.938,11.676798,176.0
77,8697926025792,0,CLASS SHP PROVITAMIN B5 1000ML,9.446,13.9,-1,-14774017,1,0,7.0,0,0,1,3.0,0,12.6,37.0,0.0,19.0,47.15,7.938,11.681,177.0
82,4005900699084,3,NIVEA G.D LOVE ADVENTURE 250ML,6.928775,8.89931861,-1,-14774017,1,0,10.0,21,0,1,3.0,0,6.85,15.0,0.0,19.0,28.44,5.8225,7.478419,182.0
83,4005900793355,0,NIVEA G.D WATERLILY 250 ML,6.929,8.9,-1,-14774017,1,0,7.0,21,0,1,3.0,0,6.85,15.0,0.0,19.0,28.44,5.823,7.479,183.0
84,4005808780914,3,NIVEA G.D POWER FRESH 250 ML,6.928775,8.89931861,-1,-14774017,1,0,0.0,21,0,1,3.0,0,6.85,15.0,0.0,19.0,28.44,5.8225,7.478419,184.0
85,4005900368560,3,NIVEA G.D PROTECT&CARE 250ML,6.987,8.9,-1,-14774017,1,0,0.0,21,0,1,3.0,0,6.85,15.0,0.0,20.0,27.37,5.823,7.417,
86,4005900699046,3,NIVEA G.D SENSITIVE 250 ML,6.928775,8.89931861,-1,-14774017,1,0,2.0,21,0,1,3.0,0,6.85,15.0,0.0,19.0,28.44,5.8225,7.478419,186.0
87,4005900699367,3,NIVEA G.D CRÈME ALOÉ 250 ML,6.929,8.9,-1,-14774017,1,0,3.0,21,0,1,6.0,0,6.85,15.0,0.0,19.0,28.44,5.823,7.479,187.0
88,4005808123834,3,NIVEA G.D CRÈME SOFT 250 ML,6.929,8.9,-1,-14774017,1,0,1.0,21,0,1,3.0,0,6.85,15.0,0.0,19.0,28.44,5.823,7.479,
89,4005900730916,3,NIVEA G.D APRICOT 250 ML,6.929,8.9,-1,-14774017,1,0,0.0,21,0,1,3.0,0,6.85,15.0,0.0,19.0,28.44,5.823,7.479,
90,4005900831675,3,NIVEA G.D BOOST 250 ML,6.929,8.9,-1,-14774017,1,0,0.0,21,0,1,3.0,0,6.85,15.0,0.0,19.0,28.44,5.823,7.479,
91,4005900833006,3,NIVEA G.D VITALITY 250 ML,6.929,8.9,-1,-14774017,1,0,0.0,21,0,1,3.0,0,6.85,15.0,0.0,19.0,28.44,5.823,7.479,191.0
92,9005800286754,9,NIVEA LAIT DE CORPS ALOE&HYDRATION 250 ML,17.196,22.4,-1,-14774017,1,0,0.0,21,0,1,3.0,0,17.0,15.0,0.0,19.0,30.25,14.45,18.821,0.0
93,4005900418197,9,NIVEA LAIT DE CORPS DOUCEUR 250 ML,17.196,20.901,-1,-14774017,1,0,1.0,21,0,1,3.0,0,17.0,15.0,0.0,19.0,21.55,14.45,17.564,
94,4005900418135,9,NIVEA LAIT DE CORPS EXPRESS 250 ML,17.196,20.901,-1,-14774017,1,0,5.0,21,0,1,3.0,0,17.0,15.0,0.0,19.0,21.55,14.45,17.564,
95,4005900417930,9,NIVEA LAIT DE CORPS NOURRISSANT 250 ML,17.196,20.901,-1,-14774017,1,0,0.0,21,0,1,3.0,0,17.0,15.0,0.0,19.0,21.55,14.45,17.564,
96,4005900709356,0,NIVEA SHP 2EN1 250ML,6.63,8.9,-1,-14774017,1,0,6.0,21,0,1,2.0,0,6.555,15.0,0.0,19.0,34.23,5.572,7.479,196.0
97,4005900023346,0,NIVEA  SHP ANTI-PELLICULAIRE 250ML,6.63,8.9,-1,-14774017,1,0,11.0,21,0,1,2.0,0,6.555,15.0,0.0,19.0,34.23,5.572,7.479,197.0
98,4005900495617,0,NIVEA SHP DEEP 250ML,6.6303825,8.89996242975,-1,-14774017,1,0,5.0,21,0,1,2.0,0,6.555,15.0,0.0,19.0,34.23,5.57175,7.478960025,198.0
99,4005900686084,0,NIVEA SHP ACTIVE CLEAN 250 ML,6.63,8.9,-1,-14774017,1,0,7.0,21,0,1,2.0,0,6.555,15.0,0.0,19.0,34.23,5.572,7.479,199.0
100,42349730,9,NIVEA creme care ÉCLAIRCISSANTE 200ML,14.667,19.1,-1,-14774017,1,0,3.0,21,0,1,3.0,0,14.5,15.0,0.0,19.0,30.23,12.325,16.051,0.0
101,42333364,9,NIVEA creme care ÉCLAIRCISSANTE 100 ML,10.621,13.8,-1,-14774017,1,0,7.0,21,0,1,3.0,0,10.5,15.0,0.0,19.0,29.9,8.925,11.594,0.0
102,4005800001192,9,NIVEA creme 150ML,7.58625,9.90005625,-1,-14774017,1,0,4.0,21,0,1,3.0,0,7.5,15.0,0.0,19.0,30.5,6.375,8.319375,1102.0
103,4005808173457,9,NIVEA creme 60ML,4.704,5.9,-1,-14774017,1,0,14.0,21,0,1,3.0,0,4.65,15.0,0.0,19.0,25.42,3.953,4.958,1103.0
104,40058153,9,NIVEA creme 30ML,2.782,3.6,-1,-14774017,1,0,0.0,21,0,1,3.0,0,2.75,15.0,0.0,19.0,29.5,2.338,3.028,0.0
105,4005900683397,7,NIVEA CREME NETTOYANTE DOUCEUR 150ML,14.97,19.4,-1,-14774017,1,0,3.0,21,0,1,3.0,0,14.8,15.0,0.0,19.0,29.6,12.58,16.304,5105.0
106,4005900890504,0,NIVEA creme SOFT 200ML,13.645,15.701,-1,-14774017,1,0,6.0,21,0,1,6.0,0,12.6,9.0,0.0,19.0,15.07,11.466,13.194,1106.0
107,4005808890590,9,NIVEA creme SOFT 100ML,8.4966,10.9011378,-1,-14774017,1,0,14.0,21,0,1,6.0,0,8.4,15.0,0.0,19.0,28.3,7.14,9.16062,1107.0
108,42207269,9,NIVEA creme SOFT 50ML,4.8552,6.3044772,-1,-14774017,1,0,1.0,21,0,1,3.0,0,4.8,15.0,0.0,19.0,29.85,4.08,5.29788,5108.0
109,4005808890576,9,NIVEA creme SOFT TUBE 75ML,7.586,9.897,-1,-14774017,1,0,0.0,21,0,1,3.0,0,7.5,15.0,0.0,19.0,30.46,6.375,8.317,1109.0
110,4005900142665,7,NIVEA BB CREME ESSENTIALS 50 ML,19.219,24.9,-1,-14774017,1,0,2.0,21,0,1,2.0,0,19.0,15.0,0.0,19.0,29.56,16.15,20.924,0.0
111,4005900572950,7,NIVEA LAIT DÉMAQUILLANT CAMOMILLE 200ML,15.678,18.9,-1,-14774017,1,0,3.0,21,0,1,2.0,0,15.5,15.0,0.0,19.0,20.55,13.175,15.882,0.0
112,4005900420664,7,NIVEA MICILLAIRE ROSE CARE 150 ML,16.184,20.9,-1,-14774017,1,0,4.0,21,0,1,2.0,0,16.0,15.0,0.0,19.0,29.15,13.6,17.564,0.0
113,4005808668649,7,NIVEA GEL NETTOYANT LOTUS SACRÉ 150 ML,14.97,19.4,-1,-14774017,1,0,6.0,21,0,1,2.0,0,14.8,15.0,0.0,19.0,29.6,12.58,16.304,0.0
114,4005808669646,7,NIVEA FACE WASH OCEAN ALGAE 150 ML,14.97,19.4,-1,-14774017,1,0,4.0,21,0,1,2.0,0,14.8,15.0,0.0,19.0,29.6,12.58,16.304,0.0
115,4005808588763,20,NIVEA aprés rasage SENSIBLE 100ML,13.858,16.7,-1,-14774017,1,0,0.0,21,0,1,2.0,0,13.7,15.0,0.0,19.0,20.5,11.645,14.032,0.0
116,4005808753475,20,NIVEA aprés rasage PROTECT & CARE 100ML,13.858,16.7,-1,-14774017,1,0,0.0,21,0,1,2.0,0,13.7,15.0,0.0,19.0,20.5,11.645,14.032,0.0
117,4005808223039,20,NIVEA gel a raser PROTECT & CARE 200ML,13.655,17.8,-1,-14774017,1,0,0.0,21,0,1,2.0,0,13.5,15.0,0.0,19.0,30.35,11.475,14.958,0.0
118,4005808222919,20,NIVEA gel a raser SENSITIVE 200ML,13.655,17.75,-1,-14774017,1,0,0.0,21,0,1,2.0,0,13.5,15.0,0.0,19.0,30.0,11.475,14.918,0.0
119,4005900498144,20,NIVEA gel a raser DEEP 200ML,13.655,17.8,-1,-14774017,1,0,0.0,21,0,1,2.0,0,13.5,15.0,0.0,19.0,30.35,11.475,14.958,0.0
120,4005900498380,20,NIVEA aprés rasage deep 100ML,13.858,16.7,-1,-14774017,1,0,0.0,21,0,1,2.0,0,13.7,15.0,0.0,19.0,20.5,11.645,14.032,0.0
121,4005900737090,12,NIVEA deo femme CLEAN PROTECT 200ML,9.609,12.5,-1,-14774017,1,0,0.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.504,
122,4005900755520,12,NIVEA deo femme DOUBLE EFFECT 200ML,9.60925,12.4997124,-1,-14774017,1,0,2.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.50396,1122.0
123,4005808816194,0,NIVEA deo femme FRESH NATURAL 0% ALu 200ML,12.138,12.502,-1,-14774017,1,0,8.0,21,0,1,3.0,0,10.2,0.0,0.0,19.0,3.0,10.2,10.506,1123.0
124,4005900034847,12,NIVEA deo femme INVISIBLE BLACK & WHITE 200ML,9.609,12.5,-1,-14774017,1,0,0.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.504,
125,4005900371935,12,NIVEA deo femme INVISIBLE FRESH B&W 200ML,9.609,12.5,-1,-14774017,1,0,0.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.504,
126,4005900731838,12,NIVEA deo femme INVISIBLE PURE  B&W 200ML,9.609,12.5,-1,-14774017,1,0,0.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.504,
127,4005900755483,12,NIVEA deo femme PEARL & BEAUTY 200ML,9.609,12.5,-1,-14774017,1,0,0.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.504,
128,4005900242914,12,NIVEA deo femme PROTECT & CARE 200ML,9.609,12.5,-1,-14774017,1,0,0.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.504,
129,4005808828845,0,NIVEA deo homme COOL KICK  200ML,12.138,12.502,-1,-14774017,1,0,20.0,21,0,1,3.0,0,10.2,0.0,0.0,19.0,3.0,10.2,10.506,1129.0
130,4005900493033,12,NIVEA deo homme DEEP DARK WOOD 200ML,9.609,12.5,-1,-14774017,1,0,0.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.504,
131,4005900862020,12,NIVEA deo homme DEEP ESPRESSO 200ML,9.609,12.5,-1,-14774017,1,0,0.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.504,
132,4005808293674,12,NIVEA deo homme DRY IMPACT 200ML,9.609,12.5,-1,-14774017,1,0,0.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.504,
133,4005900755247,0,NIVEA deo homme FRESH ACTIVE 200ML,12.138,12.502,-1,-14774017,1,0,2.0,21,0,1,3.0,0,10.2,0.0,0.0,19.0,3.0,10.2,10.506,1133.0
134,4005900755643,12,NIVEA deo homme FRESH OCEAN 200ML,9.609,12.5,-1,-14774017,1,0,0.0,21,0,1,2.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.504,
135,4005900755407,12,NIVEA deo homme FRESH POWER 200ML,9.609,12.5,-1,-14774017,1,0,0.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.08,8.075,10.504,
136,4005900035684,12,NIVEA deo homme INVISIBLE BLACK & WHITE  200ML,9.609,12.49,-1,-14774017,1,0,0.0,21,0,1,3.0,0,9.5,15.0,0.0,19.0,30.0,8.075,10.498,0.0
137,4005900243485,0,NIVEA deo homme protect care   200ML,12.138,12.502,-1,-14774017,1,0,20.0,21,0,1,3.0,0,10.2,0.0,0.0,19.0,3.0,10.2,10.506,1137.0
138,4005900737120,14,NIVEA BILLE FEMME CLEAN PROTECT 50ML,7.2828,9.5,-1,-14774017,1,0,6.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.9866,1138.0
139,42345275,14,NIVEA BILLE FEMME DOUBLE EFFECT 50ML,7.283,9.5,-1,-14774017,1,0,0.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
140,4005900493019,14,NIVEA BILLE FEMME DRY FRESH 50ML,7.2828,9.5,-1,-14774017,1,0,8.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.9866,1140.0
141,42360353,14,NIVEA BILLE FEMME FRESH FLOWER 50ML,7.283,9.5,-1,-14774017,1,0,0.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
142,42417965,14,NIVEA BILLE FEMME FRESH NATURAL 0% ALUMINIUM 50ML,7.283,9.5,-1,-14774017,1,0,1.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
143,42345312,14,NIVEA BILLE FEMME INVISIBLE B&W FRESH 50ML,7.283,9.5,-1,-14774017,1,0,2.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
144,42345121,14,NIVEA BILLE FEMME INVISIBLE B&W PURE 50ML,7.283,8.7,-1,-14774017,1,0,1.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,19.46,6.12,7.311,0.0
145,4005900034991,14,NIVEA BILLE FEMME INVISIBLE BLACK & WHITE 50ML,7.2828,9.5,-1,-14774017,1,0,11.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.9866,1145.0
146,4005808837359,14,NIVEA BILLE FEMME PEARL & BEAUTY 50ML,7.283,9.5,-1,-14774017,1,0,5.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
147,4005900542571,0,NIVEA BILLE FEMME SILKY SMOOTH 50ML,7.687,8.7,-1,-14774017,1,0,10.0,21,0,1,4.0,0,7.6,15.0,0.0,19.0,13.17,6.46,7.311,1147.0
148,4005900731340,14,NIVEA BILLE FEMME FRESH ORANGE 50 ML,7.283,9.5,-1,-14774017,1,0,3.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
149,4005900731319,14,NIVEA BILLE FEMME FRESH CHERRY 50 M,7.283,9.5,-1,-14774017,1,0,4.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
150,42355182,14,NIVEA BILLE DEEP DARK WOOD HOMME 50ML,7.2828,9.5,-1,-14774017,1,0,5.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.9866,1150.0
151,40065601,14,NIVEA BILLE HOMME DEEP ESPRESSO 50ML,7.2828,9.5,-1,-14774017,1,0,4.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.9866,1151.0
152,4005808293803,14,NIVEA BILLE HOMME DRY IMPACTE 50ML,7.283,9.5,-1,-14774017,1,0,0.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
153,4005808828081,0,NIVEA BILLE HOMME FRESH ACTIVE 50ML,7.283,9.504,-1,-14774017,1,0,4.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,1153.0
154,42419334,14,NIVEA BILLE HOMME FRESH OCEAN 50ML,7.283,9.5,-1,-14774017,1,0,0.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
155,4005808532452,14,NIVEA BILLE HOMME FRESH POWER 50ML,7.283,9.5,-1,-14774017,1,0,0.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
156,42345503,14,NIVEA BILLE HOMME B&W FRESH 50ML,7.283,9.5,-1,-14774017,1,0,2.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
157,4005900035837,14,NIVEA BILLE HOMME INVISIBLE BLACK & WHITE 50ML,7.283,9.5,-1,-14774017,1,0,6.0,21,0,1,2.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
158,4005900243553,14,NIVEA BILLE HOMME PROTECT & CARE 50ML,7.283,9.5,-1,-14774017,1,0,0.0,21,0,1,4.0,0,7.2,15.0,0.0,19.0,30.5,6.12,7.987,0.0
159,4005900720092,10,NIVEA SUN APRÉS SOLEIL HYDRATANT 200 ML,21.343,27.8,-1,-14774017,1,0,5.0,21,0,1,2.0,0,21.1,15.0,0.0,19.0,30.26,17.935,23.362,0.0
160,4005808654024,10,NIVEA SUN CAROTENE SUN LOTION 200 ML,25.035,32.6,-1,-14774017,1,0,3.0,21,0,1,2.0,0,24.75,15.0,0.0,19.0,30.22,21.038,27.396,
161,4005900363695,0,NIVEA SUN KIDS SWIM & PLAY 150 ML,40.035,45.3,-1,-14774017,1,0,7.0,21,0,1,2.0,0,47.1,15.0,0.0,0.0,13.13,40.035,45.292,
