id,EAN,itemname,updatedate,itemstock,oldbuyprice,oldsellprice,newbuyprice,newsellprice,username,itemid
108,6192011813367,Lilas Clip Nuit 8 Plus Parfume,2023-12-07,24.0,3.174,4.13,2.667,3.47,Admin,1004
109,6192011803818,Lilas Clip Super 9,2023-12-07,24.0,2.996,3.9,2.517,3.27,Admin,1005
110,6192011804280,Lilas Clip Nuit 8,2023-12-07,24.0,2.996,3.9,2.517,3.27,Admin,1006
111,6192011813701,Protege Slip Confort Plus Long Parfume,2023-12-07,12.0,3.431,4.46,2.882,3.75,Admin,1007
112,6192011812155,Protege Slip Sensation Coton,2023-12-07,12.0,3.431,4.46,2.882,3.75,Admin,1008
113,6192011803771,Protege Slip Sensation Fraicheur,2023-12-07,12.0,3.431,4.46,2.882,3.75,Admin,1009
114,6192011811530,Lingette Lilas Clean Lot de 3,2023-12-07,8.0,9.058,11.78,7.611,9.9,Admin,1010
115,6192011813831,Lingette Lilas Fantaisie Lot de 3,2023-12-07,16.0,9.058,11.78,7.611,9.9,Admin,1011
116,6192011813855,Lingette Lilas Bébé Lot de 3,2023-12-07,16.0,9.058,11.78,7.611,9.9,Admin,1012
117,6192011813374,Esuito Lilas Maxi XL,2023-12-07,12.0,6.331,8.23,5.319,6.92,Admin,1013
118,6192011813527,ET Lilas Maxi XXL,2023-12-07,12.0,9.699,12.61,8.149,10.59,Admin,1014
119,6192011810090,PH Lilas Jaune Fleuri,2023-12-07,24.0,2.98,3.87,2.504,3.26,Admin,1015
120,6192011813886,PH Lilas Narcisse,2023-12-07,20.0,2.111,2.74,1.773,2.3,Admin,1016
121,6192011810212,ET 2 Lilas Citron New Design,2023-12-07,24.0,4.27,5.55,3.588,4.66,Admin,1017
122,6192011810359,ET 2 Lilas Déco,2023-12-07,24.0,4.053,5.27,3.406,4.43,Admin,1018
123,6192011813893,ET 2 Lilas Narcisse,2023-12-07,20.0,2.248,2.92,1.889,2.46,Admin,1019
124,6192011808042,ET 2 Lilas Clean Blanc,2023-12-07,24.0,2.202,2.86,1.849,2.4,Admin,1020
125,6192011810151,ET 2 Lilas Jaune Fleuri,2023-12-07,24.0,3.289,4.28,2.763,3.59,Admin,1021
126,6192011803108,Lilas Maternité Super De 15,2023-12-07,12.0,4.57,5.94,3.84,4.99,Admin,1022
127,6192011803368,Couche Bébé Unisexe 15-25,2023-12-07,5.0,18.148,23.59,15.25,19.82,Admin,1023
128,6192011803351,Couche Bébé Unisexe 9-18,2023-12-07,5.0,18.148,23.59,15.25,19.82,Admin,1024
129,6192011811387,Couche Bébé Unisexe 16+,2023-12-07,5.0,18.148,23.59,15.25,19.82,Admin,1025
130,6192011803344,Couche Bébé Unisexe 5-10,2023-12-07,5.0,18.148,23.59,15.25,19.82,Admin,1026
131,6192011803337,Couche Bébé Unisexe 5-3,2023-12-07,5.0,18.148,23.59,15.25,19.82,Admin,1027
132,6192011803689,Lilas Net Classic,2023-12-07,40.0,2.726,3.54,2.291,2.98,Admin,1028
133,6192011810748,Lilas Nett Citron,2023-12-07,40.0,2.726,3.54,2.291,2.98,Admin,1029
134,6192011803702,Lilas Nett Menthe,2023-12-07,40.0,2.726,3.54,2.291,2.98,Admin,1030
135,6192011811905,Jumbo 15-25 Unisex,2023-12-07,3.0,34.054,44.27,28.616,37.2,Admin,1031
136,6192011811899,Jumbo 9-18 Unisexe,2023-12-07,3.0,34.054,44.27,28.616,37.2,Admin,1032
137,6192011812643,Jumbo 5-10 Confort Max,2023-12-07,3.0,34.054,44.27,28.616,37.2,Admin,1033
138,6192011812292,Jambo 15-25 Confort Max,2023-12-07,3.0,34.054,44.27,28.617,37.2,Admin,1034
139,6192011812285,Jumbo 9-18 Confort Max,2023-12-07,3.0,34.054,44.27,28.616,37.2,Admin,1035
140,6192011804068,Serviette de Table 23*23,2023-12-07,24.0,1.104,1.44,0.928,1.21,Admin,1036
141,6192011814005,Serviette de table 30*30 Narcisse,2023-12-07,48.0,1.403,1.82,1.179,1.53,Admin,1037
142,6192477610517,Poudre Machine Enzymax Lilas 5KG,2023-12-07,3.0,25.941,33.72,21.798,28.34,Admin,951
143,6192488205993,Renee Blanche Kit Coloration 1.0,2023-12-08,12.0,5.97,7.76,5.97,7.5,Admin,850
144,3610340584398,U.D A/SHP AVOCAT 200ML,2023-12-08,12.0,9.425,12.25,9.425,11.5,Admin,460
145,3610340652745,U.D SHP AVOCAT -KARITÉ 400ML,2023-12-08,12.0,12.941,16.82,12.941,15.79,Admin,8
146,3600542358941,U.D MASQUE AVOCAT 320ML,2023-12-08,12.0,14.511,18.86,14.511,16.98,Admin,30
147,3600542358941,U.D MASQUE AVOCAT 320ML,2023-12-08,12.0,14.511,16.98,14.511,17.5,Admin,30
148,3610340033063,U.D OIL REP AVOCAT 300 ML,2023-12-08,12.0,15.485,20.13,15.485,18.49,Admin,27
149,3600540539397,U.D CRÈME SANS RINÇAGE AVOCAT 200ML,2023-12-08,6.0,16.623,21.61,16.623,20.78,Admin,22
150,3610340626753,U.D OIL REP OLIVE 300ML,2023-12-08,5.0,15.485,20.13,15.485,18.49,Admin,29
151,3610340027178,U.D SHP OLIVE MYTHIQUE 400ML,2023-12-08,12.0,12.941,16.82,12.941,15.79,Admin,12
152,3600541702486,U.D A/SHP OLIVE MYTIQUE,2023-12-08,12.0,9.53,12.39,9.53,11.63,Admin,16
153,3600542509725,U.D MASQUE OLIVE 340ML,2023-12-08,12.0,14.727,19.15,14.727,17.76,Admin,32
154,3600541696716,U.D CRÈME SANS RINÇAGE OLIVE 200ML,2023-12-08,6.0,16.623,21.61,16.623,20.78,Admin,23
155,3610340038778,U.D HUILE D'OLIVE 140ML,2023-12-08,11.0,17.326,22.52,17.326,21.5,Admin,36
156,3610340652356,U.D SHP CHARBON NOIR ET HUILE DE NIGELLE 400ML,2023-12-08,12.0,12.941,16.82,12.941,15.79,Admin,10
157,3610340652332,U.DA/SHP CHARBON NOIR ET HUILE DE NIGELLE,2023-12-08,12.0,9.53,12.39,9.53,11.63,Admin,20
158,3600542402408,U.D CRÈME SANS RINÇAGE CHARBON 200ML,2023-12-08,6.0,16.623,21.61,16.623,20.78,Admin,25
159,3610340079986,U.D A/SHP RINCIN D'AMANDE,2023-12-08,12.0,9.53,12.39,9.53,11.63,Admin,18
160,3610340078941,U.D SHP  RICIN ET D'AMANDE 400ML,2023-12-08,12.0,12.941,16.82,12.941,15.79,Admin,11
161,3610340079023,U.D OIL REP AMANDE 300 ML,2023-12-08,12.0,15.485,20.13,15.485,18.49,Admin,737
162,3610340033155,U.D OIL REP TRÉSOR 300ML,2023-12-08,12.0,15.485,20.13,15.485,18.49,Admin,28
163,3600542375160,U.D CRÈME SANS RINÇAGE TRÉSOR 200ML,2023-12-08,6.0,16.623,21.61,16.623,20.78,Admin,26
164,3610340584428,U.D A/SHP TRÉSOR DE MIEL,2023-12-08,12.0,9.53,12.39,9.53,11.63,Admin,17
165,3610340033360,U.D SHP TRÉSOR DE MIEL 400ML,2023-12-08,12.0,12.941,16.82,12.941,15.79,Admin,13
166,3600542359146,U.D MASQUE TRÉSOR 320ML,2023-12-08,3.0,14.511,18.86,14.511,17.5,Admin,31
167,3610340634482,U.D A/SHP LAIT D'AMANDE,2023-12-08,11.0,9.53,12.39,9.53,11.63,Admin,21
168,3600542164412,U.D CRÈME SANS RINÇAGE LAIT D'AMANDE 200ML,2023-12-08,6.0,16.623,21.61,16.623,20.78,Admin,24
169,3610340652769,U.D SHP CAMOMILLE / MIEL DE FLEUR 400ML,2023-12-08,12.0,12.941,16.82,12.941,15.79,Admin,9
170,3610340584381,U.D A/SHP CAMOMILLE / MIEL,2023-12-08,12.0,9.53,12.39,9.53,11.63,Admin,19
171,3610340652745,U.D SHP AVOCAT -KARITÉ 400ML,2023-12-08,12.0,12.941,15.79,12.941,14.88,Admin,8
172,3610340652769,U.D SHP CAMOMILLE / MIEL DE FLEUR 400ML,2023-12-08,12.0,12.941,15.79,12.941,14.88,Admin,9
173,3600542418799,U.D SHP ENFANT ABRICOT & COTON 400ML,2023-12-08,12.0,12.798,16.64,12.798,14.72,Admin,461
174,3610340033360,U.D SHP TRÉSOR DE MIEL 400ML,2023-12-08,12.0,12.941,15.79,12.941,14.88,Admin,13
175,3610340078941,U.D SHP  RICIN ET D'AMANDE 400ML,2023-12-08,12.0,12.941,15.79,12.941,14.88,Admin,11
176,3610340027178,U.D SHP OLIVE MYTHIQUE 400ML,2023-12-08,12.0,12.941,15.79,12.941,14.88,Admin,12
177,3610340232435,U.D SHP AVOCAT -KARITÉ 200ML,2023-12-08,24.0,8.257,10.74,8.257,9.91,Admin,1
178,3610340232435,U.D SHP AVOCAT -KARITÉ 200ML,2023-12-08,24.0,8.257,9.91,8.257,9.95,Admin,1
179,3610340634284,U.D SHP LAIT D'AMANDE NOURRICIE 200ML,2023-12-08,14.0,8.166,10.62,8.166,9.84,Admin,7
180,3610340232381,U.D SHP CAMOMILLE / MIEL DE FLEUR 200ML,2023-12-08,12.0,8.257,10.74,8.257,9.95,Admin,5
181,3610340232411,U.D SHP TRÉSOR DE MIEL 200ML,2023-12-08,12.0,8.257,10.74,8.257,9.95,Admin,3
182,3610340232428,U.D SHP RICIN ET D'AMANDE 200ML,2023-12-08,12.0,8.257,10.74,8.257,9.95,Admin,4
183,3610340318481,U.D SHP OLIVE MYTHIQUE 200ML,2023-12-08,12.0,8.257,10.74,8.257,9.95,Admin,2
184,3600542359146,U.D MASQUE TRÉSOR 320ML,2023-12-08,3.0,14.511,17.5,14.511,17.41,Admin,31
185,3600542509725,U.D MASQUE OLIVE 340ML,2023-12-08,12.0,14.727,17.76,14.727,17.67,Admin,32
186,3600542358941,U.D MASQUE AVOCAT 320ML,2023-12-08,12.0,14.511,17.5,14.511,17.41,Admin,30
187,3610340652370,U.D SHP CHARBON NOIR ET HUILE DE NIGELLE 200ML,2023-12-08,12.0,8.257,10.74,8.257,9.95,Admin,6
188,3600542416092,U.D SHP HAIRFOOD BANANE,2023-12-08,6.0,14.03,18.24,14.03,16.14,Admin,459
189,3600542416146,Garnier Ultra Doux Shampo Hairfood Papaya 350ML,2023-12-08,6.0,16.065,20.88,16.065,18.48,Admin,992
190,3600542370158,U.D MASQUE HAIRFOOD BANANE 390ML,2023-12-08,7.0,18.796,24.44,18.796,21.62,Admin,33
191,3600542445931,U.D MASQUE HAIRFOOD ALOE VERA  390ML,2023-12-08,12.0,19.005,24.71,19.005,21.86,Admin,35
192,3600542370318,U.D MASQUE HAIRFOOD PAPAYE 390 ML,2023-12-08,12.0,19.005,24.71,19.005,21.86,Admin,34
193,3600542416139,U.D A/SHP HAIRFOOD PAPAYA,2023-12-08,6.0,14.03,18.24,14.03,16.14,Admin,457
194,3600542416061,Garnier Ultra Doux Shampo Haairfood Noix de Coco Macadamia 350ML,2023-12-08,6.0,16.065,20.88,16.065,18.48,Admin,991
195,3600542416153,U.D A/SHP HAIRFOOD ALEOVERA,2023-12-08,6.0,14.03,18.24,14.03,16.14,Admin,458
196,3610340007071,ELSÉVE SHP COLOR-VIVE  400ML,2023-12-08,12.0,18.842,24.5,18.842,22.61,Admin,182
197,3610340007071,ELSÉVE SHP COLOR-VIVE  400ML,2023-12-08,12.0,18.842,22.61,18.842,21.67,Admin,182
198,3610340007071,ELSÉVE SHP COLOR-VIVE  400ML,2023-12-08,12.0,18.842,21.67,18.842,22.61,Admin,182
199,3610340007071,ELSÉVE SHP COLOR-VIVE  400ML,2023-12-08,12.0,18.842,22.61,18.842,21.69,Admin,182
200,3610340023019,ELSÉVE SHP H.EXT CHEVEUX NORMAUX 400ML,2023-12-08,12.0,18.842,24.5,18.842,21.69,Admin,183
201,3610340038075,ELSÉVE SHP H.EXT CHEVEUX SECS 400ML,2023-12-08,12.0,18.842,24.5,18.842,21.69,Admin,184
202,3610340649691,ELSÉVE SHP ARGININE RESIST 400ML,2023-12-08,12.0,18.842,24.5,18.842,21.69,Admin,180
203,3610340653667,ELSÉVE SHP STRAIGHT 72H 400ML,2023-12-08,12.0,18.635,24.23,18.635,21.45,Admin,186
204,3600542416061,Garnier Ultra Doux Shampo Haairfood Noix de Coco Macadamia 350ML,2023-12-08,6.0,16.065,18.48,14.459,16.63,Admin,991
205,3600542416146,Garnier Ultra Doux Shampo Hairfood Papaya 350ML,2023-12-08,6.0,16.065,18.48,14.459,16.63,Admin,992
206,3600542370318,U.D MASQUE HAIRFOOD PAPAYE 390 ML,2023-12-08,12.0,19.005,21.86,18.796,21.62,Admin,34
207,3610340636547,ELSÉVE SHP DREAM LONG 400ML,2023-12-08,12.0,18.842,24.5,18.842,21.69,Admin,181
208,3610340655203,ELSÉVE SHP HYALURON 400 ML,2023-12-08,12.0,18.842,24.5,18.842,21.69,Admin,185
209,3600542445931,U.D MASQUE HAIRFOOD ALOE VERA  390ML,2023-12-08,12.0,19.005,21.86,18.796,21.62,Admin,35
210,3610340033063,U.D OIL REP AVOCAT 300 ML,2023-12-08,12.0,15.485,18.49,15.485,17.81,Admin,27
211,3610340033063,U.D OIL REP AVOCAT 300 ML,2023-12-08,12.0,15.485,17.81,15.315,17.61,Admin,27
212,3610340033155,U.D OIL REP TRÉSOR 300ML,2023-12-08,12.0,15.485,18.49,15.315,17.61,Admin,28
213,3610340079023,U.D OIL REP AMANDE 300 ML,2023-12-08,12.0,15.485,18.49,15.315,17.61,Admin,737
214,3610340626753,U.D OIL REP OLIVE 300ML,2023-12-08,5.0,15.485,18.49,15.315,17.61,Admin,29
215,3610340584398,U.D A/SHP AVOCAT 200ML,2023-12-08,12.0,9.425,11.5,9.425,11.31,Admin,460
216,3610340584428,U.D A/SHP TRÉSOR DE MIEL,2023-12-08,12.0,9.53,11.63,9.425,11.31,Admin,17
217,3610340634482,U.D A/SHP LAIT D'AMANDE,2023-12-08,11.0,9.53,11.63,9.425,11.31,Admin,21
218,3610340584381,U.D A/SHP CAMOMILLE / MIEL,2023-12-08,12.0,9.53,11.63,9.425,11.31,Admin,19
219,3600541702486,U.D A/SHP OLIVE MYTIQUE,2023-12-08,12.0,9.53,11.63,9.425,11.31,Admin,16
220,3610340079986,U.D A/SHP RINCIN D'AMANDE,2023-12-08,12.0,9.53,11.63,9.425,11.31,Admin,18
221,3600542375160,U.D CRÈME SANS RINÇAGE TRÉSOR 200ML,2023-12-08,6.0,16.623,20.78,16.44,19.73,Admin,26
222,3600542402408,U.D CRÈME SANS RINÇAGE CHARBON 200ML,2023-12-08,6.0,16.623,20.78,16.44,19.73,Admin,25
223,3600542164412,U.D CRÈME SANS RINÇAGE LAIT D'AMANDE 200ML,2023-12-08,6.0,16.623,20.78,16.44,19.73,Admin,24
224,3600541696716,U.D CRÈME SANS RINÇAGE OLIVE 200ML,2023-12-08,6.0,16.623,20.78,16.44,19.73,Admin,23
225,3600540539397,U.D CRÈME SANS RINÇAGE AVOCAT 200ML,2023-12-08,6.0,16.623,20.78,16.44,19.73,Admin,22
226,3610340652356,U.D SHP CHARBON NOIR ET HUILE DE NIGELLE 400ML,2023-12-08,12.0,12.941,15.79,12.941,14.88,Admin,10
227,3610340652332,U.DA/SHP CHARBON NOIR ET HUILE DE NIGELLE,2023-12-08,12.0,9.53,11.63,9.425,11.31,Admin,20
228,3610340006500,ELSÉVE A/SHP NUTRI FILTRE 200ML,2023-12-08,12.0,11.567,15.04,11.567,13.88,Admin,192
229,3610340020346,ELSÉVE A/SHP H.EXT CHEVEUX NORMAUX 200ML,2023-12-08,12.0,11.567,15.04,11.567,13.88,Admin,190
230,3610340636790,ELSÉVE A/SHP DREAM LONG 200ML,2023-12-08,12.0,11.567,15.04,11.567,13.88,Admin,189
231,3610340655180,ELSÉVE A/SHP HYALURON 200ML,2023-12-08,12.0,12.102,15.73,12.102,14.52,Admin,191
232,3610340006746,ELSÉVE A/SHP TOTAL REPAIR 5 - 200ML,2023-12-08,12.0,11.567,15.04,11.567,13.88,Admin,193
233,3610340649776,ELSÉVE A/SHP ARGININE RESIST 200ML,2023-12-08,12.0,12.102,15.73,12.102,14.52,Admin,188
234,3610340232503,ELSÉVE SHP H.EXT CHEVEUX SECS 200ML,2023-12-08,12.0,10.071,13.09,10.071,12.08,Admin,176
235,3610340322389,ELSÉVE SHP TOTAL REPAIR 5 200ML,2023-12-08,12.0,10.071,13.09,10.071,12.08,Admin,178
236,3610340650819,ELSÉVE SHP ARGININE RESIST 200ML,2023-12-08,12.0,11.046,14.36,11.046,13.26,Admin,174
237,3610340636493,ELSÉVE SHP DREAM LONG 200ML,2023-12-08,10.0,10.071,13.09,10.071,12.08,Admin,175
238,3610340653643,ELSÉVE SHP STRAIGHT 72H 200ML,2023-12-08,12.0,10.071,13.09,10.071,12.08,Admin,179
239,3054080004028,ELSÉVE SHP MULTIVITAMINES 2 EN 1- 250ML,2023-12-08,12.0,10.071,13.09,10.071,12.08,Admin,177
240,3600524042455,ELSÉVE MASQUE HYALURON 310ML,2023-12-08,6.0,19.421,25.25,19.421,23.3,Admin,203
241,3600523925735,ELSÉVE MASQUE COLOR VIVE 310ML,2023-12-08,2.0,18.207,23.67,18.207,21.85,Admin,201
242,3600523925773,ELSÉVE MASQUE DREAM LONG 310ML,2023-12-08,6.0,18.207,23.67,18.207,21.85,Admin,202
243,3610340650697,ELSÉVE OIL REP FULL RESIST 300ML,2023-12-08,12.0,20.188,26.24,20.188,23.22,Admin,197
244,3610340028557,ELSÉVE OIL REP TOTAL REPAIR 5 300ML,2023-12-08,12.0,19.278,25.06,19.278,22.17,Admin,200
245,3610340022708,ELSÉVE OIL REP H.EXTRA 125ML,2023-12-08,12.0,11.674,15.18,11.674,13.42,Admin,198
246,3610340017476,ELSÉVE OIL REP H.EXTRA 300ML,2023-12-08,12.0,19.278,25.06,19.278,22.17,Admin,199
247,3610340653681,ELSÉVE A/SHP STRAIGHT 72H 200ML,2023-12-08,12.0,11.567,15.04,11.567,13.88,Admin,187
248,3600523883806,ELSÉVE CRÈME SANS RINÇAGE FULL RESIST,2023-12-08,6.0,14.262,18.54,14.262,17.12,Admin,204
249,3600524053314,ELSÉVE CRÈME SANS RINÇAGE HAYALLURON,2023-12-08,6.0,15.678,20.38,15.678,18.81,Admin,206
250,3600523586301,ELSÉVE CRÈME SANS RINÇAGE DREAM LONG,2023-12-08,6.0,14.262,18.54,14.262,17.12,Admin,205
251,4005900243485,NIVEA  DEO HOMME  PROTECT & CARE  200ML,2023-12-08,12.0,9.609,12.49,9.609,11.53,Admin,137
252,3610340653872,ELSÉVE OIL REP D.L STRAIGHT 300ML,2023-12-08,5.0,20.188,26.24,20.188,24.23,Admin,196
253,4005900243485,NIVEA  DEO HOMME  PROTECT & CARE  200ML,2023-12-08,12.0,9.609,11.53,9.609,11.5,Admin,137
254,4005900493033,NIVEA  DEO HOMME DEEP DARK WOOD 200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,130
255,4005808828845,NIVEA  DEO HOMME  COOL KICK  200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,129
256,4005900755643,NIVEA  DEO HOMME  FRESH OCEAN 200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,134
257,4005900862020,NIVEA  DEO HOMME  DEEP ESPRESSO 200ML,2023-12-08,3.0,9.609,12.49,9.609,11.5,Admin,131
258,4005808293674,NIVEA  DEO HOMME  DRY IMPACT 200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,132
259,4005900755407,NIVEA  DEO HOMME  FRESH POWER 200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,135
260,4005900034847,NIVEA  DEO FEMME INVISIBLE BLACK & WHITE 200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,124
261,4005900755520,NIVEA  DEO FEMME DOUBLE EFFECT 200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,122
262,4005900242914,NIVEA  DEO FEMME  PROTECT & CARE 200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,128
263,4005900755247,NIVEA  DEO HOMME  FRESH ACTIVE 200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,133
264,4005900371935,NIVEA  DEO FEMME  INVISIBLE FRESH B&W 200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,125
265,4005900755483,NIVEA  DEO FEMME PEARL & BEAUTY 200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,127
266,4005900737090,NIVEA  DEO FEMME CLEAN PROTECT,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,121
267,4005808816194,NIVEA  DEO FEMME  FRESH NATURAL 0% ALUMINIUM 200ML,2023-12-08,12.0,9.609,12.49,9.609,11.5,Admin,123
268,3600550288292,NARTA DEO FEMME BACTI-PUR 200 ML,2023-12-08,12.0,12.317,16.01,12.317,14.5,Admin,480
269,3600550845624,NARTA DEO FEMME FRESHISSIME 200ML,2023-12-08,12.0,12.453,16.19,12.453,14.66,Admin,284
270,3600550845624,NARTA DEO FEMME FRESHISSIME 200ML,2023-12-08,12.0,12.453,14.66,12.317,14.5,Admin,284
271,3600550288544,NARTA DEO HOMME-BACTIPUR ZINC 200ML,2023-12-08,12.0,12.453,12.83,12.317,14.5,Admin,285
272,3600550964707,NARTA DEO HOMME CLASSIC 200ML,2023-12-08,12.0,12.453,16.19,12.317,14.5,Admin,286
273,3600551027746,NARTA DEO HOMME INVISIMAX 0% 200ML,2023-12-08,12.0,12.453,16.19,12.317,14.5,Admin,287
274,3600550362374,NARTA DEO FEMME IMPECCABLE 200 ML,2023-12-08,12.0,12.317,16.01,12.317,14.5,Admin,482
275,3058320021028,NARTA DEO FEMME FLORALE 200ML,2023-12-08,12.0,12.453,16.19,12.317,14.5,Admin,283
276,3600550964660,NARTA DEO FEMME PROT 5 200 ML,2023-12-08,12.0,12.317,16.01,12.317,14.5,Admin,483
277,3600550261400,NARTA DEO HOMME PROT 5  200ML,2023-12-08,12.0,12.317,16.01,12.317,14.5,Admin,478
278,3600550964646,NARTA DEO HOMME INVISMAX 200 ML,2023-12-08,12.0,12.317,16.01,12.317,14.5,Admin,479
279,3600550964684,NARTA DEO FEMME COLOGNE 200 ML,2023-12-08,12.0,12.317,16.01,12.317,14.5,Admin,481
280,3600550964691,NARTA DEO FEMME INVISBLE 200 ML,2023-12-08,12.0,12.317,16.01,12.317,14.5,Admin,484
281,3600523328802,ELSÉVE LOW SHP COLOR VIVE 400ML,2023-12-08,54.0,20.349,26.45,20.349,27.98,Admin,194
282,3600523328819,ELSÉVE LOW SHP HUIL EXTRA 400ML,2023-12-08,21.0,20.349,26.45,20.349,27.98,Admin,195
283,4005808532452,NIVEA BILLE HOMME FRESH POWER 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,155
284,4005900243553,NIVEA BILLE HOMME PROTECT & CARE 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,158
285,40065601,NIVEA BILLE HOMME DEEP ESPRESSO 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,151
286,4005808293803,NIVEA BILLE HOMME DRY IMPACTE 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,152
287,42355182,NIVEA BILLE HOMME DEEP DARK WOOD 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,150
288,4005808828081,NIVEA BILLE HOMME FRESH ACTIVE 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,153
289,42345503,NIVEA BILLE HOMME B&W FRESH 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,156
290,42419334,NIVEA BILLE HOMME FRESH OCEAN 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,154
291,42417965,NIVEA BILLE FEMME FRESH NATURAL 0% ALUMINIUM 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,142
292,42355656,NIVEA BILLE FEMME SILKY SMOOTH 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,147
293,4005900731340,NIVEA BILLE FEMME FRESH ORANGE 50 ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,148
294,4005900034991,NIVEA BILLE FEMME INVISIBLE BLACK & WHITE 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,145
295,42345312,NIVEA BILLE FEMME INVISIBLE B&W FRESH 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,143
296,4005808837359,NIVEA BILLE FEMME PEARL & BEAUTY 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,146
297,4005900731319,NIVEA BILLE FEMME FRESH CHERRY 50 M,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,149
298,42360353,NIVEA BILLE FEMME FRESH FLOWER 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,141
299,42345275,NIVEA BILLE FEMME DOUBLE EFFECT 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,139
300,4005900737120,NIVEA BILLE FEMME CLEAN PROTECT 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,138
301,42345121,NIVEA BILLE FEMME INVISIBLE B&W PURE 50ML,2023-12-08,6.0,7.283,9.47,7.283,8.7,Admin,144
302,6192011811776,PM 2-4 Confort Max Actif,2023-12-08,6.0,10.604,13.78,10.604,11.66,Admin,988
303,6192011811776,PM 2-4 Confort Max Actif,2023-12-08,6.0,10.604,11.66,10.604,11.13,Admin,988
304,6192011811790,Couche Bébé 5-10 Confort Max Actif,2023-12-08,5.0,15.25,19.82,15.25,16.01,Admin,995
305,6192011811783,Couche Bébé 5-3 Confort Max Actif,2023-12-08,5.0,15.25,19.82,15.25,16.01,Admin,996
306,6192011811820,Couche Bébé 16+ Confort Max Actif,2023-12-08,5.0,15.25,19.82,15.25,16.01,Admin,993
307,6192011811813,Couche Bébé 15-25 Confort max Actif,2023-12-08,5.0,15.25,19.82,15.25,16.01,Admin,987
308,6192011811806,Couche Bébé 9-18 Confort Max Actif,2023-12-08,5.0,15.25,19.82,15.25,16.01,Admin,994
309,6192011803344,Couche Bébé Unisexe 5-10,2023-12-08,5.0,15.25,19.82,15.25,16.01,Admin,1026
310,6192011803337,Couche Bébé Unisexe 5-3,2023-12-08,5.0,15.25,19.82,15.25,16.01,Admin,1027
311,6192011811387,Couche Bébé Unisexe 16+,2023-12-08,5.0,15.25,19.82,15.25,16.01,Admin,1025
312,6192011803351,Couche Bébé Unisexe 9-18,2023-12-08,5.0,15.25,19.82,15.25,16.01,Admin,1024
313,6192011803368,Couche Bébé Unisexe 15-25,2023-12-08,5.0,15.25,19.82,15.25,16.01,Admin,1023
314,6192011809193,Couche Pants M Lilas 10 PCS,2023-12-08,4.0,17.676,22.98,17.676,18.56,Admin,978
315,6192011813398,Couche Pants M Lilas 14PCS,2023-12-08,3.0,23.544,30.61,23.544,24.72,Admin,977
316,6192011804167,Couche Adulte 15 Medium,2023-12-08,3.0,21.593,28.07,21.593,22.67,Admin,980
317,6192011804150,Couche Adulte 15 Large,2023-12-08,3.0,24.593,31.97,24.593,25.82,Admin,979
318,6192011813381,Couche Pants Large Lilas 10 PCS,2023-12-08,4.0,18.956,24.64,18.956,19.9,Admin,976
319,6192011813404,Couche Pants Large Lilas 14 PCS,2023-12-08,3.0,25.408,33.03,25.408,26.68,Admin,975
320,6192011811905,Jumbo 15-25 Unisex,2023-12-08,3.0,28.616,37.2,28.616,30.05,Admin,1031
321,6192011811899,Jumbo 9-18 Unisexe,2023-12-08,3.0,28.616,37.2,28.616,30.05,Admin,1032
322,6192011812292,Jambo 15-25 Confort Max,2023-12-08,3.0,28.617,37.2,28.617,30.05,Admin,1034
323,6192011812285,Jumbo 9-18 Confort Max,2023-12-08,3.0,28.616,37.2,28.616,30.05,Admin,1035
