id,beid,bedate,itemid,itembarcode,itemname,quantity,supplierid,prixachatht,prixdeventeht,prixachat,prixvente,tauxtva,remise,fodec,montant,totaltva,totalremise,totalfodec,lot
16653,69,2024-01-12,1178,5037813000007,my way 30 ml,3.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,32.309,5.159,0.0,0.0,
16654,69,2024-01-12,1142,2336375000009,l'interdit givenchy 50ML,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16655,69,2024-01-12,1204,3383155000000,flora 50 ml,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16656,69,2024-01-12,1101,3401705000000,Black XS l'excess 50 ml,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16657,69,2024-01-12,1137,6800485000007,idole lancome 50 ML,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16658,69,2024-01-12,1179,5037815000005,my way 50 ml,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16659,69,2024-01-12,1185,2320205000000,narciso poudrée 50 ml,4.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,61.537,9.825,0.0,0.0,
16660,69,2024-01-12,1153,3388265000001,black opimum 50 ml,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16661,69,2024-01-12,1163,2332885000003,Scandal F 50 ml,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16662,69,2024-01-12,1160,2324165000001,olympia 50 ML,3.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,46.153,7.369,0.0,0.0,
16663,69,2024-01-12,1207,6068225000001,Black XS 50 ML,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16664,69,2024-01-12,1210,2392805000001,Blue Chanel 50 ml,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16665,69,2024-01-12,1124,2332635000000,stronger with you 50 ML,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16666,69,2024-01-12,1156,5009515000005,SI 50 ML,4.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,61.537,9.825,0.0,0.0,
16667,69,2024-01-12,1169,6056435000003,chanel egoiste 50 ml,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16668,69,2024-01-12,1176,7092355000005,comme evidence yves rocher 50 ml,3.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,46.153,7.369,0.0,0.0,
16669,69,2024-01-12,1198,6800495000004,libre 50 ml,3.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,46.153,7.369,0.0,0.0,
16670,69,2024-01-12,127,4005900755483,NIVEA  DEO FEMME PEARL & BEAUTY 200ML,6.0,1,8.075,9.666,9.609,11.5,19.0,15.0,0.0,57.656,9.206,0.0,0.0,
16671,69,2024-01-12,121,4005900737090,NIVEA  DEO FEMME CLEAN PROTECT,4.0,1,8.075,9.666,9.609,11.5,19.0,15.0,0.0,38.437,6.137,0.0,0.0,
16672,69,2024-01-12,1479,6192488202299,R.B oxydant 10V 1L,4.0,1,4.679,6.052,5.568,7.2,19.0,10.0,0.0,22.272,3.556,0.0,0.0,
16673,69,2024-01-12,832,6192488204965,R.B Shampoo Anti-chute,6.0,1,7.925,10.334,9.431,12.3,19.0,10.0,0.0,56.584,9.035,0.0,0.0,
16674,69,2024-01-12,1096,6192409004803,DET JAVEL 5L,1.0,1,4.541,4.959,5.404,5.9,19.0,0.0,0.0,5.404,0.863,0.0,0.0,
16675,69,2024-01-12,1189,6192409002656,DEXEL CITRON 10 KG,1.0,1,21.0,23.111,24.99,27.5,19.0,0.0,0.0,24.99,3.99,0.0,0.0,
16676,69,2024-01-12,1480,887930413861,TORCHE KODAK HEADLAMP 1w 70 lumens + 3 PILES AAA,2.0,1,18.056,23.274,21.486,27.7,19.0,15.0,0.0,42.973,6.861,0.0,0.0,
16677,69,2024-01-12,1481,4891199180828,GP LION CHARGEUR UN CANAL 18650,2.0,1,58.93,75.631,70.127,90.0,19.0,17.0,0.0,140.253,22.393,0.0,0.0,
16678,69,2024-01-12,1202,3383151000004,flora 10 ml,2.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,9.23,1.474,0.0,0.0,
16739,78,2024-01-17,1547,6191737400080,Lavete Micro Fibre Lot de 4,12.0,9,5.462,7.144,6.5,8.5,19.0,0.0,0.0,77.997,12.453,0.0,0.0,
16740,78,2024-01-17,1546,6191737400073,Lavette Micro fibre Pour Vitre,12.0,9,2.1,2.772,2.499,3.3,19.0,0.0,0.0,29.988,4.788,0.0,0.0,
16741,78,2024-01-17,1545,619205486854956,Gant de Toilette Micro fibre,12.0,9,1.68,2.184,1.999,2.6,19.0,0.0,0.0,23.99,3.83,0.0,0.0,
16745,79,2024-01-18,1458,6130552005483,Essuie Tout Maxi Citron Cotex,160.0,3,3.824,4.623,4.551,5.5,19.0,0.0,0.0,728.09,116.25,0.0,0.0,
16746,79,2024-01-18,1459,6130552009320,Esuie Tout Maxi Fleur orangé x2 Cotex,24.0,3,3.824,4.623,4.551,5.5,19.0,0.0,0.0,109.213,17.437,0.0,0.0,
16747,79,2024-01-18,1461,6130552009504,Essuie Tout Netto,156.0,3,1.38,1.766,1.642,2.1,19.0,0.0,0.0,256.183,40.903,0.0,0.0,
16748,79,2024-01-18,1548,6130552006916,Papier Toilette Deco Cotex 4+2,20.0,3,2.639,3.193,3.14,3.8,19.0,0.0,0.0,62.808,10.028,0.0,0.0,
16749,79,2024-01-18,0,6130552006916,Timbre,1.0,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
16775,80,2024-01-20,795,6192488204736,R.B Masque Nutritif 500 ml,3.0,1,7.956,10.335,9.468,12.3,19.0,10.0,0.0,28.403,4.535,0.0,0.0,
16776,80,2024-01-20,1397,8000836393675,Every Green SHP Anti Frizz 500ML,3.0,1,14.804,21.007,17.617,25.0,19.0,10.0,0.0,52.85,8.438,0.0,0.0,
16777,80,2024-01-20,912,42333371,Nivea care créme eclairessante 200 ml,3.0,1,12.325,16.047,14.667,19.1,19.0,15.0,0.0,44.0,7.025,0.0,0.0,
16778,80,2024-01-20,781,6192488204927,R.B Shampoo Protector 500 ml,6.0,1,7.925,10.334,9.431,12.3,19.0,10.0,0.0,56.584,9.035,0.0,0.0,
16779,80,2024-01-20,779,6192488204941,R.B Shampoo Nutritif 500 ml,6.0,1,7.925,10.303,9.431,12.26,19.0,10.0,0.0,56.584,9.035,0.0,0.0,
16780,80,2024-01-20,817,6192488208574,R.B Gel Douche Sweet 470 ml,3.0,1,3.512,4.541,4.179,5.4,19.0,10.0,0.0,12.538,2.002,0.0,0.0,
16781,80,2024-01-20,129,4005808828845,NIVEA  DEO HOMME  COOL KICK  200ML,3.0,1,8.075,9.666,9.609,11.5,19.0,15.0,0.0,28.828,4.603,0.0,0.0,
16782,80,2024-01-20,130,4005900493033,NIVEA  DEO HOMME DEEP DARK WOOD 200ML,3.0,1,8.075,9.666,9.609,11.5,19.0,15.0,0.0,28.828,4.603,0.0,0.0,
16783,80,2024-01-20,122,4005900755520,NIVEA  DEO FEMME DOUBLE EFFECT 200ML,3.0,1,8.075,9.666,9.609,11.5,19.0,15.0,0.0,28.828,4.603,0.0,0.0,
16784,80,2024-01-20,146,4005808837359,NIVEA BILLE FEMME PEARL & BEAUTY 50ML,3.0,1,6.12,7.311,7.283,8.7,19.0,15.0,0.0,21.848,3.488,0.0,0.0,
16785,80,2024-01-20,152,4005808293803,NIVEA BILLE HOMME DRY IMPACTE 50ML,3.0,1,6.12,7.31,7.283,8.7,19.0,15.0,0.0,21.848,3.488,0.0,0.0,
16786,80,2024-01-20,167,4005900907899,NIVEA STICK HOMME INVISIBLE POWER B&W,3.0,1,7.225,9.411,8.598,11.2,19.0,15.0,0.0,25.793,4.118,0.0,0.0,
16787,80,2024-01-20,214,3600520619002,EXCELLENCE 7.1 BLOND CENDRÉ,3.0,1,21.25,25.128,25.288,29.9,19.0,15.0,0.0,75.862,12.112,0.0,0.0,
16788,80,2024-01-20,216,3061375128017,EXCELLENCE 8.1 BLOND CLAIR CENDRÉ,3.0,1,21.25,25.128,25.288,29.9,19.0,15.0,0.0,75.862,12.112,0.0,0.0,
16789,80,2024-01-20,740,6195100306108,Film Etirable 260M,3.0,1,10.356,12.479,12.324,14.85,19.0,25.0,0.0,36.971,5.903,0.0,0.0,
16790,80,2024-01-20,96,4005900709356,NIVEA  SHP  2EN1 250ML,3.0,1,5.572,7.227,6.63,8.6,19.0,15.0,0.0,19.892,3.176,0.0,0.0,
16791,80,2024-01-20,90,4005900831675,NIVEA G.D BOOST 250 ML,3.0,1,5.823,7.483,6.929,8.9,19.0,15.0,0.0,20.788,3.319,0.0,0.0,
16792,80,2024-01-20,40,6192440000888,JET 7 SHP KERATINE VEGETALE 500ML,6.0,1,3.592,4.67,4.274,5.56,19.0,5.0,0.0,25.647,4.095,0.0,0.0,
16793,80,2024-01-20,77,8697926025792,CLASS SHP PROVITAMIN B5 1000ML,3.0,1,11.475,14.918,13.655,17.75,19.0,15.0,0.0,40.966,6.541,0.0,0.0,
16794,80,2024-01-20,73,8697926025785,CLASS SHP ARGAN OIL 1000ML,3.0,1,11.475,14.918,13.655,17.75,19.0,15.0,0.0,40.966,6.541,0.0,0.0,
16795,80,2024-01-20,60,8697926024306,CLASS CIRE RED POWER 150 ML,3.0,1,4.4,5.756,5.236,6.85,19.0,0.0,0.0,15.708,2.508,0.0,0.0,
16796,80,2024-01-20,1179,5037815000005,my way 50 ml,7.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,107.69,17.194,0.0,0.0,
16797,80,2024-01-20,1160,2324165000001,olympia 50 ML,7.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,107.69,17.194,0.0,0.0,
16798,80,2024-01-20,1162,2332883000005,Scandal F 30 ml,6.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,64.617,10.317,0.0,0.0,
16865,3,2023-09-22,284,3600550845624,NARTA DEO FEMME FRESHISSIME 200ML,12.0,1,10.35,12.182,12.317,14.5,19.0,10.0,0.0,147.798,23.598,0.0,0.0,
16866,3,2023-09-22,285,3600550288544,NARTA DEO HOMME-BACTIPUR ZINC 200ML,12.0,1,10.35,12.182,12.317,14.5,19.0,10.0,0.0,147.798,23.598,0.0,0.0,
16867,3,2023-09-22,286,3600550964707,NARTA DEO HOMME CLASSIC 200ML,12.0,1,10.35,12.182,12.317,14.5,19.0,10.0,0.0,147.798,23.598,0.0,0.0,
16868,3,2023-09-22,287,3600551027746,NARTA DEO HOMME INVISIMAX 0% 200ML,12.0,1,10.35,12.182,12.317,14.5,19.0,10.0,0.0,147.798,23.598,0.0,0.0,
16869,3,2023-09-22,293,3600551027906,NARTA BILLE HOMME INVISMAX 0%,12.0,1,8.918,11.593,10.612,13.8,19.0,9.0,0.0,127.349,20.333,0.0,0.0,
16870,3,2023-09-22,383,3600550166668,F.P SHP EXPERT COULEUR 750ML,6.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,103.309,16.495,0.0,0.0,
16871,3,2023-09-22,384,3600550166583,F.P SHP EXPERT NUTRITION 750ML,6.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,103.309,16.495,0.0,0.0,
16872,3,2023-09-22,385,3600550255560,F.P SHP EXPERT NUTRITION (+) 750ML,6.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,103.309,16.495,0.0,0.0,
16873,3,2023-09-22,386,3600550166781,F.P A/SHP EXPERT NUTRITION 750ML,6.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,103.309,16.495,0.0,0.0,
16874,3,2023-09-22,388,3600550258226,F.P A/SHP EXPERT NUTRITION (+) 750ML,3.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,51.654,8.247,0.0,0.0,
16875,3,2023-09-22,387,3600550166828,F.P A/SHP EXPERT RÉPARATION 750ML,6.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,103.309,16.495,0.0,0.0,
16876,3,2023-09-22,390,3600550817584,DESSANGE SHP NUTRI EXTRÊME 250ML,12.0,1,13.195,17.154,15.702,20.41,19.0,9.0,0.0,188.425,30.085,0.0,0.0,
16877,3,2023-09-22,391,3600550153415,DESSANGE SHP NUTRI-EXTRÊME RICHESSE 250ML,12.0,1,13.195,17.14,15.702,20.4,19.0,9.0,0.0,188.425,30.085,0.0,0.0,
16878,3,2023-09-22,392,3600550274783,DESSANGE SHP EXTRÊME 3 HUILE 250ML,12.0,1,13.195,17.154,15.702,20.41,19.0,9.0,0.0,188.425,30.085,0.0,0.0,
16879,3,2023-09-22,389,3600550817591,DESSANGE MASQUE NUTRI-EXTRÊME TRIPLE ACTION 250ML,9.0,1,18.2,23.615,21.658,28.1,19.0,9.0,0.0,194.922,31.122,0.0,0.0,
16880,3,2023-09-22,356,6192005211247,BILLE LELLA MISS 50ML,12.0,1,2.08,2.8,2.475,3.33,19.0,20.0,0.0,29.702,4.742,0.0,0.0,
16881,3,2023-09-22,359,6192005211254,BILLE LELLA DESIRE 50ML,8.0,1,2.21,2.902,2.63,3.45,19.0,15.0,0.0,21.039,3.359,0.0,0.0,
16882,3,2023-09-22,358,6192005212756,BILLE LELLA SENSUALITY 50ML,12.0,1,2.08,2.8,2.475,3.33,19.0,20.0,0.0,29.702,4.742,0.0,0.0,
16883,3,2023-09-22,354,6192005223653,LELLA DEO SENSUELLE 150ML,12.0,1,2.772,2.8,3.299,3.33,19.0,28.0,0.0,39.584,6.32,0.0,0.0,
16884,3,2023-09-22,355,6192005223677,LELLA DEO IRRÉRISTIBLE 150ML,12.0,1,2.772,2.8,3.299,3.33,19.0,28.0,0.0,39.584,6.32,0.0,0.0,
16885,3,2023-09-22,353,6192005227088,LELLA DEO ORIENTALE 150ML,5.0,1,3.273,4.193,3.894,4.99,19.0,15.0,0.0,19.474,3.109,0.0,0.0,
16886,3,2023-09-22,348,6192005223608,LELLA PARFUM BELLE 90ML,4.0,1,17.85,23.205,21.242,27.61,19.0,15.0,0.0,84.966,13.566,0.0,0.0,
16887,3,2023-09-22,346,6192005224728,LELLA PARFUM OUD 90ML,12.0,1,17.85,23.205,21.242,27.61,19.0,15.0,0.0,254.898,40.698,0.0,0.0,
16888,3,2023-09-22,347,6192005224711,LELLA PARFUM ORIENTALE 90ML,12.0,1,17.85,23.205,21.242,27.61,19.0,15.0,0.0,254.898,40.698,0.0,0.0,
16889,3,2023-09-22,345,6192005223592,LELLA PARFUM SENSUELLE 90ML,3.0,1,17.85,23.205,21.242,27.61,19.0,15.0,0.0,63.724,10.175,0.0,0.0,
16890,3,2023-09-22,357,6192005212763,BILLE LELLA TAJ MOON 50ML,12.0,1,2.08,2.8,2.475,3.33,19.0,20.0,0.0,29.702,4.742,0.0,0.0,
16891,3,2023-09-22,352,6192005227071,LELLA DEO OUD 150ML,12.0,1,3.273,4.193,3.894,4.99,19.0,15.0,0.0,46.738,7.462,0.0,0.0,
16892,82,2024-01-23,1152,3388263000003,black opimum 30 ml,2.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,21.539,3.439,0.0,0.0,
16893,82,2024-01-23,1142,2336375000009,l'interdit givenchy 50ML,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16894,82,2024-01-23,1175,7092353000007,comme evidence yves rocher 30 ml,3.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,32.309,5.159,0.0,0.0,
16895,82,2024-01-23,1174,7092351000009,comme evidence yves rocher 10 ml,2.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,9.23,1.474,0.0,0.0,
16896,82,2024-01-23,1130,3404930000012,amirat al arab 30 ML,3.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,32.309,5.159,0.0,0.0,
16897,82,2024-01-23,1178,5037813000007,my way 30 ml,2.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,21.539,3.439,0.0,0.0,
16898,82,2024-01-23,1180,3440351000002,hypnotic poison 10 ml,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,4.615,0.737,0.0,0.0,
16899,82,2024-01-23,1155,5009513000007,SI 30 ML,1.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,10.77,1.72,0.0,0.0,
16900,82,2024-01-23,1128,3436515000001,oud vanille  50 ML,5.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,76.922,12.282,0.0,0.0,
16901,82,2024-01-23,1124,2332635000000,stronger with you 50 ML,3.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,46.153,7.369,0.0,0.0,
16902,82,2024-01-23,1173,3422725000009,sauvage 50 ml,5.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,76.922,12.282,0.0,0.0,
16903,82,2024-01-23,1192,5038680000008,scandal 50 ml,1.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,15.384,2.456,0.0,0.0,
16904,82,2024-01-23,1101,3401705000000,Black XS l'excess 50 ml,4.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,61.537,9.825,0.0,0.0,
16905,82,2024-01-23,1132,2340495000009,amirat al arab 50 ML,1.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,15.384,2.456,0.0,0.0,
16906,82,2024-01-23,1163,2332885000003,Scandal F 50 ml,3.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,46.153,7.369,0.0,0.0,
16907,82,2024-01-23,1150,2329275000002,Mon Paris 50 ml,1.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,15.384,2.456,0.0,0.0,
16908,82,2024-01-23,1198,6800495000004,libre 50 ml,1.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,15.384,2.456,0.0,0.0,
16909,82,2024-01-23,1196,6800491000008,libre 10 ml,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,4.615,0.737,0.0,0.0,
16910,82,2024-01-23,1185,2320205000000,narciso poudrée 50 ml,3.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,46.153,7.369,0.0,0.0,
16911,82,2024-01-23,1183,2320201000004,narciso poudrée 10 ml,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,4.615,0.737,0.0,0.0,
16912,82,2024-01-23,1156,5009515000005,SI 50 ML,2.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,30.769,4.913,0.0,0.0,
16913,82,2024-01-23,1095,2307905000004,invictus paco rabanne 50 ml,1.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,15.384,2.456,0.0,0.0,
16914,82,2024-01-23,1199,3534941000005,212 NYC 10 ml,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,4.615,0.737,0.0,0.0,
16915,82,2024-01-23,1072,2307751000005,versace eros 10 ml,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,4.615,0.737,0.0,0.0,
16916,82,2024-01-23,0,2307751000005,Timbre Fiscal ,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
16931,83,2024-01-25,1263,6192002402815,Judy Dégraissant 0.45L,12.0,3,4.437,5.378,5.28,6.4,19.0,0.0,0.0,63.36,10.116,0.0,0.0,
16932,83,2024-01-25,1268,6192002401917,Judy Sol Surface 800 ml Savon,4.0,3,3.782,4.538,4.501,5.4,19.0,0.0,0.0,18.002,2.874,0.0,0.0,
16933,83,2024-01-25,1265,6192002408244,Judy Sol Surface 800 ml Brise,4.0,3,3.782,4.538,4.501,5.4,19.0,0.0,0.0,18.002,2.874,0.0,0.0,
16934,83,2024-01-25,1569,6192002401900,Judy Sol Surface 800 ml Rose,4.0,3,3.782,4.538,4.501,5.4,19.0,0.0,0.0,18.002,2.874,0.0,0.0,
16935,83,2024-01-25,1251,6192002406660,Judy Fleurs 2L azur + 0.5 L gratuit,4.0,3,3.681,4.16,4.38,4.95,19.0,0.0,0.0,17.522,2.798,0.0,0.0,
16936,83,2024-01-25,1257,6192002406653,Judy Fleurs 2L Jasmin + 0.5 L Gratuit,4.0,3,2.983,3.448,3.55,4.1,19.0,0.0,0.0,14.199,2.267,0.0,0.0,
16937,83,2024-01-25,1255,6192002406646,Judy Fleurs 2 L Lavande +0.5 L Gratuit,4.0,3,2.983,3.448,3.55,4.1,19.0,0.0,0.0,14.199,2.267,0.0,0.0,
16938,83,2024-01-25,1460,6130552008521,Esuie Tout Vichy x2 Cotex,80.0,3,3.992,4.623,4.75,5.5,19.0,0.0,0.0,380.038,60.678,0.0,0.0,
16939,83,2024-01-25,1459,6130552009320,Esuie Tout Maxi Fleur orangé x2 Cotex,400.0,3,3.992,4.623,4.75,5.5,19.0,0.0,0.0,1900.192,303.392,0.0,0.0,
16940,83,2024-01-25,0,6130552009320,Timbre,1.0,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
17046,84,2024-01-25,796,6192488202824,R.B Oxydant 20 V 120 ML,36.0,1,1.264,1.643,1.504,1.96,19.0,10.0,0.0,54.15,8.646,0.0,0.0,
17047,84,2024-01-25,240,3600542146470,GARNIER MICELLAIRE PAU SENSIBLE 100ML,3.0,1,6.743,8.783,8.024,10.45,19.0,7.0,0.0,24.073,3.844,0.0,0.0,
17048,84,2024-01-25,225,3600521188064,CASTING  N°535 CHOCOLAT,3.0,1,18.743,22.098,22.304,26.3,19.0,15.0,0.0,66.913,10.684,0.0,0.0,
17049,84,2024-01-25,224,3600520977775,CASTING  N°515 CHOCOLAT GLACE,3.0,1,18.743,22.117,22.304,26.32,19.0,15.0,0.0,66.913,10.684,0.0,0.0,
17050,84,2024-01-25,387,3600550166828,F.P A/SHP EXPERT RÉPARATION 750ML,3.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,51.654,8.247,0.0,0.0,
17051,84,2024-01-25,383,3600550166668,F.P SHP EXPERT COULEUR 750ML,3.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,51.654,8.247,0.0,0.0,
17052,84,2024-01-25,385,3600550255560,F.P SHP EXPERT NUTRITION (+) 750ML,3.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,51.654,8.247,0.0,0.0,
17053,84,2024-01-25,386,3600550166781,F.P A/SHP EXPERT NUTRITION 750ML,3.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,51.654,8.247,0.0,0.0,
17054,84,2024-01-25,384,3600550166583,F.P SHP EXPERT NUTRITION 750ML,3.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,51.654,8.247,0.0,0.0,
17055,84,2024-01-25,810,6192488208598,R.B Gel Douche Creamy 470 ml,3.0,1,3.512,4.541,4.179,5.4,19.0,10.0,0.0,12.538,2.002,0.0,0.0,
17056,84,2024-01-25,1479,6192488202299,R.B oxydant 10V 1L,2.0,1,4.679,6.052,5.568,7.2,19.0,10.0,0.0,11.136,1.778,0.0,0.0,
17057,84,2024-01-25,201,3600523925735,ELSÉVE MASQUE COLOR VIVE 310ML,3.0,1,15.3,18.36,18.207,21.85,19.0,15.0,0.0,54.621,8.721,0.0,0.0,
17058,84,2024-01-25,1570,3600523925933,Elsève Masque H.EXT cheveux secs 310ML,3.0,1,15.3,18.36,18.207,21.85,19.0,15.0,0.0,54.621,8.721,0.0,0.0,
17059,84,2024-01-25,1571,3600550166620,F.P SHP EXPERT REPARATION 750ML,3.0,1,14.469,19.244,17.218,22.9,19.0,9.0,0.0,51.654,8.247,0.0,0.0,
17060,84,2024-01-25,1572,3600542416122,U.D SHP HAIRFOOD ALOE VERA 350ML,3.0,1,12.15,14.288,14.459,17.0,19.0,10.0,0.0,43.376,6.925,0.0,0.0,
17061,84,2024-01-25,1573,3600542416108,U.D A/SHP HAIRFOOD BANANE 350ML,3.0,1,12.15,13.851,14.459,16.48,19.0,10.0,0.0,43.376,6.925,0.0,0.0,
17062,84,2024-01-25,1574,3600542416078,U.D A/SHP HAIRFOOD NOIX DE COCO 350ML,3.0,1,12.15,13.851,14.459,16.48,19.0,10.0,0.0,43.376,6.925,0.0,0.0,
17095,86,2024-01-25,968,6192477630041,Javel Lilas Classic 3L,36.0,4,2.966,3.444,3.53,4.1,19.0,0.0,0.0,127.063,20.287,0.0,0.0,
17096,86,2024-01-25,969,6192477630089,Javel Lilas Classic 4.75L,24.0,4,4.412,4.875,5.25,5.8,19.0,0.0,0.0,126.007,20.119,0.0,0.0,
17106,87,2024-01-26,1188,2338305000004,hugo boss classique 50 ml,1.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,15.384,2.456,0.0,0.0,
17107,87,2024-01-26,1176,7092355000005,comme evidence yves rocher 50 ml,1.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,15.384,2.456,0.0,0.0,
17108,87,2024-01-26,1175,7092353000007,comme evidence yves rocher 30 ml,1.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,10.77,1.72,0.0,0.0,
17109,87,2024-01-26,1132,2340495000009,amirat al arab 50 ML,1.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,15.384,2.456,0.0,0.0,
17110,87,2024-01-26,1130,3404930000012,amirat al arab 30 ML,1.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,10.77,1.72,0.0,0.0,
17111,87,2024-01-26,1124,2332635000000,stronger with you 50 ML,1.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,15.384,2.456,0.0,0.0,
17112,87,2024-01-26,1155,5009513000007,SI 30 ML,1.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,10.77,1.72,0.0,0.0,
17113,87,2024-01-26,1074,2307753000003,versace eros 30 ml,1.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,10.77,1.72,0.0,0.0,
17114,87,2024-01-26,1101,3401705000000,Black XS l'excess 50 ml,1.0,1,12.928,16.806,15.384,20.0,19.0,0.0,0.0,15.384,2.456,0.0,0.0,
17135,88,2024-01-29,1072,2307751000005,versace eros 10 ml,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,4.615,0.737,0.0,0.0,
17136,88,2024-01-29,1125,3436511000005,oud vanille 10 ML,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,4.615,0.737,0.0,0.0,
17137,88,2024-01-29,1133,5019811000005,Gucci Bamboo 10 ML,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,4.615,0.737,0.0,0.0,
17138,88,2024-01-29,1136,6800481000001,idole lancome 10 ML,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,4.615,0.737,0.0,0.0,
17139,88,2024-01-29,1180,3440351000002,hypnotic poison 10 ml,4.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,18.459,2.947,0.0,0.0,
17140,88,2024-01-29,1190,5038681000007,scandal 10 ml,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,4.615,0.737,0.0,0.0,
17141,88,2024-01-29,1202,3383151000004,flora 10 ml,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,0.0,4.615,0.737,0.0,0.0,
17142,88,2024-01-29,1074,2307753000003,versace eros 30 ml,1.0,1,9.05,11.765,10.77,14.0,19.0,0.0,0.0,10.77,1.72,0.0,0.0,
